player_code,first_name,web_name,second_name,position,team,round,value,fixture(s),round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,defensive_contribution,expected_goals,expected_assists,expected_fpl_points_goals_conceded,expected_fpl_bonus,expected_fpl_points,fpl_points_actual_vs_expected,player_name
41,Emiliano,Buendía,Buendía Stati,MID,Aston Villa,1,6000000,Brighton (A),2,85,0,0,0,4,0,0,0,0,0,0,0,7,0.13,0.09,0.0,0,2.92,-0.9199999999999999,Emiliano Buendía Stati
569,Gonzalo,Gonzalo,García,FWD,Fulham,4,6000000,Liverpool (A),2,76,0,0,1,0,0,0,0,0,0,0,0,3,0.2,0.03,0.0,0,2.89,-0.8900000000000001,Gonzalo García
401,Omar,Marmoush,Marmoush,FWD,Spurs,2,7000000,Newcastle (H),2,90,0,0,0,2,0,0,0,0,0,0,0,4,0.17,0.07,0.0,0,2.89,-0.8900000000000001,Omar Marmoush
316,Emersonn,Emersonn,Correia da Silva,FWD,Ipswich Town,3,5500000,Liverpool (H),2,65,0,0,0,2,0,0,0,0,0,0,0,3,0.22,0.0,0.0,0,2.88,-0.8799999999999999,Emersonn Correia da Silva
591,Julio,Enciso,Enciso,MID,Ipswich Town,4,5500000,Crystal Palace (A),2,90,0,0,0,2,0,0,0,0,0,0,0,5,0.05,0.2,0.0,0,2.85,-0.8500000000000001,Julio Enciso
332,James,Justin,Justin,DEF,Leeds,4,4500000,Newcastle (H),2,90,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.28,0.0,0,2.84,-0.8399999999999999,James Justin
429,Marcus,Rashford,Rashford,MID,Man Utd,4,7000000,Man City (H),2,82,0,0,0,1,0,0,0,0,0,0,0,5,0.12,0.08,0.0,0,2.84,-0.8399999999999999,Marcus Rashford
570,César,Palacios,Palacios,MID,Fulham,1,5500000,Chelsea (H),2,72,0,0,0,3,0,0,0,0,0,0,0,4,0.16,0.01,0.0,0,2.83,-0.8300000000000001,César Palacios
124,Pascal,Groß,Groß,MID,Brighton,1,5500000,Aston Villa (H),2,90,0,0,1,0,0,0,0,1,0,0,0,5,0.0,0.27,0.0,0,2.81,-0.81,Pascal Groß
541,Thomas,Meunier,Meunier,DEF,Sunderland,4,4500000,Arsenal (H),2,75,0,0,0,1,0,0,0,0,0,0,0,2,0.13,0.0,0.0,0,2.78,-0.7799999999999998,Thomas Meunier
264,Oscar,Bobb,Bobb,MID,Fulham,1,5500000,Chelsea (H),2,66,0,0,0,3,0,0,0,0,0,0,0,6,0.0,0.26,0.0,0,2.78,-0.7799999999999998,Oscar Bobb
236,Kiernan,Dewsbury-Hall,Dewsbury-Hall,MID,Everton,2,6500000,Bournemouth (A),2,90,0,0,0,1,0,0,0,0,0,0,0,10,0.06,0.16,0.0,0,2.78,-0.7799999999999998,Kiernan Dewsbury-Hall
88,Michael,Kayode,Kayode,DEF,Brentford,2,4600000,Leeds (A),2,87,0,0,0,1,0,0,0,0,0,0,0,4,0.02,0.21,0.0,0,2.75,-0.75,Michael Kayode
481,Elliot,Anderson,Anderson,MID,Man City,1,6500000,Bournemouth (H),2,62,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.25,0.0,0,2.75,-0.75,Elliot Anderson
401,Omar,Marmoush,Marmoush,FWD,Spurs,3,7000000,Nott'm Forest (A),2,83,0,0,1,0,0,0,0,0,0,0,0,0,0.17,0.01,0.0,0,2.71,-0.71,Omar Marmoush
162,Andrey,Andrey Santos,Nascimento dos Santos,MID,Man Utd,1,5000000,Hull City (A),2,66,0,0,0,2,0,0,0,0,0,0,0,9,0.0,0.23,0.0,0,2.69,-0.69,Andrey Nascimento dos Santos
541,Thomas,Meunier,Meunier,DEF,Sunderland,3,4500000,Brentford (A),2,63,0,0,0,1,0,0,0,0,0,0,0,2,0.11,0.0,0.0,0,2.66,-0.6600000000000001,Thomas Meunier
129,Yasin,Ayari,Ayari,MID,Brighton,1,5500000,Aston Villa (H),2,63,0,0,1,0,0,0,0,1,0,0,0,4,0.11,0.03,0.0,0,2.64,-0.6400000000000001,Yasin Ayari
464,Yoane,Wissa,Wissa,FWD,Newcastle,4,6200000,Leeds (A),2,90,0,0,0,4,0,0,0,0,0,0,0,5,0.16,0.0,0.0,0,2.64,-0.6400000000000001,Yoane Wissa
428,Matheus,Cunha,Santos Carneiro da Cunha,MID,Man Utd,4,7900000,Man City (H),2,90,0,0,0,1,0,0,0,0,0,0,0,2,0.11,0.03,0.0,0,2.64,-0.6400000000000001,Matheus Santos Carneiro da Cunha
127,Diego,Gomez,Gómez Amarilla,MID,Brighton,3,5000000,Leeds (H),2,90,0,0,0,1,0,0,0,0,0,0,0,9,0.09,0.05,0.0,0,2.6,-0.6000000000000001,Diego Gómez Amarilla
265,Sander,Berge,Berge,MID,Fulham,2,5000000,Sunderland (A),2,82,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.2,0.0,0,2.6,-0.6000000000000001,Sander Berge
315,Abdul,Fatawu,Fatawu,MID,Ipswich Town,3,5500000,Liverpool (H),2,78,0,0,0,2,0,0,0,0,0,0,0,6,0.03,0.15,0.0,0,2.6,-0.6000000000000001,Abdul Fatawu
175,Milan,van Ewijk,van Ewijk,DEF,Coventry City,2,4000000,Hull City (H),2,90,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.19,0.0,0,2.57,-0.5699999999999998,Milan van Ewijk
46,Ross,Barkley,Barkley,MID,Aston Villa,1,5000000,Brighton (A),2,73,0,0,0,4,0,0,0,0,0,0,0,1,0.1,0.02,0.0,0,2.56,-0.56,Ross Barkley
525,Mateus,Fernandes,Fernandes,MID,Spurs,2,6000000,Newcastle (H),2,90,0,0,0,2,0,0,0,0,0,0,0,8,0.01,0.17,0.0,0,2.56,-0.56,Mateus Fernandes
79,Francisco Evanilson,Evanilson,de Lima Barbosa,FWD,Bournemouth,3,6000000,Newcastle (A),2,90,0,0,0,2,0,0,0,0,0,0,0,7,0.13,0.01,0.0,0,2.55,-0.5499999999999998,Francisco Evanilson de Lima Barbosa
156,Pedro,Neto,Lomba Neto,MID,Chelsea,4,6500000,Hull City (H),2,85,0,0,0,2,0,0,0,0,0,0,0,7,0.05,0.1,0.0,0,2.55,-0.5499999999999998,Pedro Lomba Neto
43,Youri,Tielemans,Tielemans,MID,Man Utd,1,6000000,Hull City (A),2,66,0,0,0,2,0,0,0,0,0,0,0,5,0.04,0.11,0.0,0,2.53,-0.5299999999999998,Youri Tielemans
605,Malick,Yalcouyé,Yalcouyé,MID,Brighton,3,4500000,Leeds (H),2,90,0,0,0,1,0,0,0,0,0,0,0,5,0.05,0.09,0.0,0,2.52,-0.52,Malick Yalcouyé
210,Adam,Wharton,Wharton,MID,Crystal Palace,4,5500000,Ipswich Town (H),2,76,0,0,0,2,0,0,0,0,0,0,0,5,0.08,0.04,0.0,0,2.52,-0.52,Adam Wharton
94,Kevin,Schade,Schade,MID,Brentford,3,6000000,Sunderland (H),2,90,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.17,0.0,0,2.51,-0.5099999999999998,Kevin Schade
290,Regan,Slater,Slater,MID,Hull City,4,4500000,Chelsea (A),2,90,0,0,0,2,0,0,0,0,0,0,0,11,0.04,0.1,0.0,0,2.5,-0.5,Regan Slater
486,James,McAtee,McAtee,MID,Nott'm Forest,2,5500000,Liverpool (A),2,90,0,0,0,2,0,0,0,0,0,0,0,8,0.0,0.16,0.0,0,2.48,-0.48,James McAtee
514,Mathys,Tel,Tel,MID,Spurs,1,6000000,Brentford (A),2,90,0,0,0,3,0,0,0,0,0,0,0,8,0.06,0.06,0.0,0,2.48,-0.48,Mathys Tel
43,Youri,Tielemans,Tielemans,MID,Man Utd,3,5900000,Everton (A),2,90,0,0,0,2,0,0,0,0,0,0,0,7,0.05,0.06,0.0,0,2.43,-0.43000000000000016,Youri Tielemans
336,Noah,Okafor,Okafor,MID,Leeds,2,6000000,Brentford (H),2,68,0,0,0,1,0,0,0,0,0,0,0,2,0.08,0.01,0.0,0,2.43,-0.43000000000000016,Noah Okafor
419,Lisandro,Martinez,Martínez,DEF,Man Utd,4,5000000,Man City (H),2,90,0,0,0,1,0,0,0,0,0,0,0,6,0.03,0.08,0.0,0,2.42,-0.41999999999999993,Lisandro Martínez
167,Liam,Delap,Delap,FWD,Nott'm Forest,3,5500000,Spurs (H),2,73,0,0,1,0,0,0,0,0,0,0,0,5,0.06,0.06,0.0,0,2.42,-0.41999999999999993,Liam Delap
390,Rúben,Rúben,dos Santos Gato Alves Dias,DEF,Man City,1,5500000,Bournemouth (H),2,90,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.14,0.0,0,2.42,-0.41999999999999993,Rúben dos Santos Gato Alves Dias
453,Harvey,Barnes,Barnes,MID,Newcastle,1,6000000,Liverpool (H),2,90,0,0,0,2,0,0,0,0,0,0,0,8,0.07,0.02,0.0,0,2.41,-0.41000000000000014,Harvey Barnes
545,Noah,Sadiki,Sadiki,MID,Sunderland,1,5000000,Ipswich Town (A),2,90,0,0,0,2,0,0,0,0,0,0,0,2,0.06,0.03,0.0,0,2.39,-0.3900000000000001,Noah Sadiki
455,Sandro,Tonali,Tonali,MID,Spurs,1,5500000,Brentford (A),2,90,0,0,0,3,0,0,0,0,0,0,0,4,0.04,0.06,0.0,0,2.38,-0.3799999999999999,Sandro Tonali
397,Antoine,Semenyo,Semenyo,MID,Man City,1,8500000,Bournemouth (H),2,90,0,0,0,1,0,0,0,0,0,0,0,5,0.06,0.02,0.0,0,2.36,-0.3599999999999999,Antoine Semenyo
562,Daizen,Maeda,Maeda,MID,Ipswich Town,2,5500000,Man Utd (A),2,72,0,0,0,4,0,0,0,0,0,0,0,5,0.06,0.01,0.0,0,2.33,-0.33000000000000007,Daizen Maeda
338,Ethan,Ampadu,Ampadu,MID,Leeds,2,5500000,Brentford (H),2,90,0,0,0,1,0,0,0,0,0,0,0,10,0.01,0.09,0.0,0,2.32,-0.31999999999999984,Ethan Ampadu
184,Matt,Grimes,Grimes,MID,Coventry City,4,5000000,Brighton (H),2,83,0,0,0,4,0,0,0,0,0,0,0,3,0.05,0.02,0.0,0,2.31,-0.31000000000000005,Matt Grimes
214,Daichi,Kamada,Kamada,MID,Crystal Palace,2,5000000,Man City (H),2,90,0,0,0,4,0,0,0,0,0,0,0,9,0.05,0.02,0.0,0,2.31,-0.31000000000000005,Daichi Kamada
241,Dwight,McNeil,McNeil,MID,Crystal Palace,1,5500000,Everton (A),2,62,0,0,0,2,0,0,0,0,0,0,0,5,0.05,0.02,0.0,0,2.31,-0.31000000000000005,Dwight McNeil
455,Sandro,Tonali,Tonali,MID,Spurs,2,5500000,Newcastle (H),2,74,0,0,0,2,0,0,0,0,0,0,0,4,0.05,0.02,0.0,0,2.31,-0.31000000000000005,Sandro Tonali
486,James,McAtee,McAtee,MID,Nott'm Forest,3,5500000,Spurs (H),2,90,0,0,1,0,0,0,0,1,0,0,0,7,0.13,0.22,0.0,0,2.31,-0.31000000000000005,James McAtee
598,Nico,Elvedi,Elvedi,DEF,Leeds,4,4500000,Newcastle (H),2,90,0,0,0,1,0,0,0,0,0,0,0,9,0.05,0.0,0.0,0,2.3,-0.2999999999999998,Nico Elvedi
166,Nicolas,N.Jackson,Jackson,FWD,Aston Villa,2,6500000,Arsenal (H),2,70,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0,2.3,-0.2999999999999998,Nicolas Jackson
67,Rayan Vitor,Rayan,Simplício Rocha,MID,Bournemouth,1,6500000,Man City (A),2,88,0,0,0,1,0,0,0,0,0,0,0,1,0.04,0.03,0.0,0,2.29,-0.29000000000000004,Rayan Vitor Simplício Rocha
242,Tyrique,George,George,MID,Everton,2,5500000,Bournemouth (A),2,61,0,0,0,1,0,0,0,0,0,0,0,2,0.05,0.01,0.0,0,2.28,-0.2799999999999998,Tyrique George
417,Diogo,Dalot,Dalot Teixeira,DEF,Man Utd,4,4900000,Man City (H),2,90,0,0,0,1,0,0,0,0,0,0,0,3,0.02,0.05,0.0,0,2.27,-0.27,Diogo Dalot Teixeira
580,Shea,Charles,Charles,MID,Fulham,3,5000000,Crystal Palace (H),2,78,0,0,0,3,0,0,0,0,0,0,0,11,0.0,0.09,0.0,0,2.27,-0.27,Shea Charles
190,Loum,Tchaouna,Tchaouna,MID,Coventry City,1,5500000,Arsenal (A),2,81,0,0,0,3,0,0,0,0,0,0,0,8,0.04,0.02,0.0,0,2.26,-0.2599999999999998,Loum Tchaouna
41,Emiliano,Buendía,Buendía Stati,MID,Aston Villa,2,6000000,Arsenal (H),2,90,0,0,0,1,0,0,0,0,0,0,0,5,0.04,0.02,0.0,0,2.26,-0.2599999999999998,Emiliano Buendía Stati
369,Rio,Ngumoha,Ngumoha,MID,Liverpool,1,6000000,Newcastle (A),2,62,0,0,0,2,0,0,0,0,0,0,0,3,0.04,0.02,0.0,0,2.26,-0.2599999999999998,Rio Ngumoha
37,Victor,Lindelöf,Lindelöf,DEF,Aston Villa,2,4500000,Arsenal (H),2,90,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.08,0.0,0,2.24,-0.2400000000000002,Victor Lindelöf
265,Sander,Berge,Berge,MID,Fulham,1,5000000,Chelsea (H),2,72,0,0,0,3,0,0,0,0,0,0,0,4,0.03,0.03,0.0,0,2.24,-0.2400000000000002,Sander Berge
501,Kevin,Danso,Danso,DEF,Sunderland,3,5000000,Brentford (A),2,90,0,0,0,1,0,0,0,0,0,0,0,8,0.0,0.08,0.0,0,2.24,-0.2400000000000002,Kevin Danso
156,Pedro,Neto,Lomba Neto,MID,Chelsea,3,6500000,Arsenal (A),2,80,0,0,0,2,0,0,0,0,0,0,0,7,0.03,0.03,0.0,0,2.24,-0.2400000000000002,Pedro Lomba Neto
67,Rayan Vitor,Rayan,Simplício Rocha,MID,Bournemouth,3,6500000,Newcastle (A),2,88,0,0,0,2,0,0,0,0,0,0,0,2,0.04,0.01,0.0,0,2.23,-0.22999999999999998,Rayan Vitor Simplício Rocha
46,Ross,Barkley,Barkley,MID,Aston Villa,2,5000000,Arsenal (H),2,77,0,0,0,1,0,0,0,0,0,0,0,10,0.03,0.02,0.0,0,2.21,-0.20999999999999996,Ross Barkley
161,Roméo,Lavia,Lavia,MID,Chelsea,4,5000000,Hull City (H),2,68,0,0,0,2,0,0,0,0,0,0,0,9,0.0,0.07,0.0,0,2.21,-0.20999999999999996,Roméo Lavia
551,Nilson,N.Angulo,Angulo,MID,Sunderland,3,5000000,Brentford (A),2,63,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.07,0.0,0,2.21,-0.20999999999999996,Nilson Angulo
210,Adam,Wharton,Wharton,MID,Crystal Palace,2,5500000,Man City (H),2,90,0,0,0,4,0,0,0,0,0,0,0,7,0.0,0.07,0.0,0,2.21,-0.20999999999999996,Adam Wharton
545,Noah,Sadiki,Sadiki,MID,Sunderland,4,4900000,Arsenal (H),2,90,0,0,0,2,0,0,0,0,0,0,0,10,0.04,0.0,0.0,0,2.2,-0.20000000000000018,Noah Sadiki
184,Matt,Grimes,Grimes,MID,Coventry City,3,5000000,Man City (A),2,90,0,0,0,1,0,0,0,0,0,0,0,8,0.04,0.0,0.0,0,2.2,-0.20000000000000018,Matt Grimes
562,Daizen,Maeda,Maeda,MID,Ipswich Town,3,5500000,Liverpool (H),2,65,0,0,0,2,0,0,0,0,0,0,0,5,0.04,0.0,0.0,0,2.2,-0.20000000000000018,Daizen Maeda
222,Jørgen,Strand Larsen,Strand Larsen,FWD,Crystal Palace,2,6000000,Man City (H),2,62,0,0,0,3,0,0,0,0,0,0,0,4,0.05,0.0,0.0,0,2.2,-0.20000000000000018,Jørgen Strand Larsen
104,Frank,Onyeka,Onyeka,MID,Coventry City,4,4900000,Brighton (H),2,72,0,0,0,3,0,0,0,0,0,0,0,7,0.03,0.01,0.0,0,2.18,-0.18000000000000016,Frank Onyeka
46,Ross,Barkley,Barkley,MID,Aston Villa,4,5000000,Nott'm Forest (H),2,62,0,0,0,1,0,0,0,0,0,0,0,7,0.03,0.01,0.0,0,2.18,-0.18000000000000016,Ross Barkley
202,Chris,Richards,Richards,DEF,Crystal Palace,4,5000000,Ipswich Town (H),2,90,0,0,0,3,0,0,0,1,0,0,0,13,0.0,0.06,1.0,0,2.18,-0.18000000000000016,Chris Richards
387,Nico,O'Reilly,O'Reilly,DEF,Man City,2,6500000,Crystal Palace (A),2,88,0,0,0,1,0,0,0,0,0,0,0,1,0.02,0.02,0.0,0,2.18,-0.18000000000000016,Nico O'Reilly
184,Matt,Grimes,Grimes,MID,Coventry City,2,5000000,Hull City (H),2,90,0,0,0,1,0,0,0,0,0,0,0,10,0.01,0.04,0.0,0,2.17,-0.16999999999999993,Matt Grimes
401,Omar,Marmoush,Marmoush,FWD,Spurs,4,7000000,Everton (H),2,76,0,0,1,0,0,0,0,0,0,0,0,5,0.02,0.03,0.0,0,2.17,-0.16999999999999993,Omar Marmoush
26,Kai,Havertz,Havertz,FWD,Arsenal,2,7500000,Aston Villa (A),2,90,0,0,1,0,0,0,0,0,0,0,0,5,0.02,0.03,0.0,0,2.17,-0.16999999999999993,Kai Havertz
47,Boubacar,Kamara,Kamara,MID,Aston Villa,4,5000000,Nott'm Forest (H),2,90,0,0,0,2,0,0,0,0,0,0,0,5,0.0,0.05,0.0,0,2.15,-0.1499999999999999,Boubacar Kamara
588,Anan,Khalaili,Khalaili,DEF,Crystal Palace,2,5000000,Man City (H),2,74,0,0,0,3,0,0,0,1,0,0,0,14,0.02,0.0,1.0,0,2.12,-0.1200000000000001,Anan Khalaili
261,Alex,Iwobi,Iwobi,MID,Fulham,1,5500000,Chelsea (H),2,90,0,0,0,3,0,0,0,0,0,0,0,10,0.0,0.04,0.0,0,2.12,-0.1200000000000001,Alex Iwobi
43,Youri,Tielemans,Tielemans,MID,Man Utd,4,5900000,Man City (H),2,66,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.04,0.0,0,2.12,-0.1200000000000001,Youri Tielemans
388,Marc,Guéhi,Guéhi,DEF,Man City,2,6000000,Crystal Palace (A),2,90,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.04,0.0,0,2.12,-0.1200000000000001,Marc Guéhi
552,Brian,Brobbey,Brobbey,FWD,Sunderland,2,6000000,Fulham (H),2,63,0,0,1,0,0,0,0,0,0,0,0,4,0.03,0.0,0.0,0,2.12,-0.1200000000000001,Brian Brobbey
236,Kiernan,Dewsbury-Hall,Dewsbury-Hall,MID,Everton,4,6500000,Spurs (A),2,90,0,0,1,0,0,0,0,1,0,0,0,6,0.17,0.09,0.0,0,2.12,-0.1200000000000001,Kiernan Dewsbury-Hall
644,Quinten,Timber,Timber,MID,Crystal Palace,3,5000000,Fulham (A),2,73,0,0,0,2,0,0,0,0,0,0,0,6,0.02,0.0,0.0,0,2.1,-0.10000000000000009,Quinten Timber
462,Sean,Steur,Steur,MID,Newcastle,4,4900000,Leeds (A),2,71,0,0,0,4,0,0,0,0,0,0,0,7,0.0,0.03,0.0,0,2.09,-0.08999999999999986,Sean Steur
47,Boubacar,Kamara,Kamara,MID,Aston Villa,2,5000000,Arsenal (H),2,90,0,0,0,1,0,0,0,0,0,0,0,8,0.0,0.03,0.0,0,2.09,-0.08999999999999986,Boubacar Kamara
244,Harrison,Armstrong,Armstrong,MID,Everton,2,5000000,Bournemouth (A),2,86,0,0,0,1,0,0,0,0,0,0,0,9,0.0,0.03,0.0,0,2.09,-0.08999999999999986,Harrison Armstrong
542,Enzo,E.Le Fée,Le Fée,MID,Sunderland,1,6000000,Ipswich Town (A),2,79,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.03,0.0,0,2.09,-0.08999999999999986,Enzo Le Fée
423,Luke,Shaw,Shaw,DEF,Man Utd,2,4500000,Ipswich Town (H),2,72,0,0,0,1,0,0,0,0,0,0,0,8,0.0,0.02,0.0,0,2.06,-0.06000000000000005,Luke Shaw
194,Brandon,Thomas-Asante,Thomas-Asante,FWD,Coventry City,1,5000000,Arsenal (A),2,69,0,0,0,3,0,0,0,0,0,0,0,6,0.0,0.02,0.0,0,2.06,-0.06000000000000005,Brandon Thomas-Asante
267,Saša,Lukić,Lukić,MID,Ipswich Town,3,5000000,Liverpool (H),2,90,0,0,0,2,0,0,0,0,0,0,0,4,0.0,0.02,0.0,0,2.06,-0.06000000000000005,Saša Lukić
309,Marcelino,Núñez,Núñez,MID,Ipswich Town,2,5000000,Man Utd (A),2,61,0,0,0,3,0,0,0,0,0,0,0,9,0.0,0.02,0.0,0,2.06,-0.06000000000000005,Marcelino Núñez
393,Abdukodir,Khusanov,Khusanov,DEF,Man City,1,5500000,Bournemouth (H),2,90,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.02,0.0,0,2.06,-0.06000000000000005,Abdukodir Khusanov
393,Abdukodir,Khusanov,Khusanov,DEF,Man City,2,5500000,Crystal Palace (A),2,88,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.02,0.0,0,2.06,-0.06000000000000005,Abdukodir Khusanov
459,Lewis,L.Miley,Miley,MID,Newcastle,3,5500000,Bournemouth (H),2,62,0,0,0,2,0,0,0,0,0,0,0,4,0.0,0.02,0.0,0,2.06,-0.06000000000000005,Lewis Miley
516,Rodrigo,Bentancur,Bentancur,MID,Spurs,2,5500000,Newcastle (H),2,90,0,0,0,2,0,0,0,0,0,0,0,11,0.0,0.02,0.0,0,2.06,-0.06000000000000005,Rodrigo Bentancur
534,Trai,Hume,Hume,DEF,Sunderland,1,4500000,Ipswich Town (A),2,79,0,0,0,1,0,0,0,0,0,0,0,4,0.04,0.27,1.0,0,2.05,-0.04999999999999982,Trai Hume
259,Issa,Diop,Diop,DEF,Ipswich Town,1,4000000,Sunderland (H),2,90,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Issa Diop
305,Leif,Davis,Davis,DEF,Ipswich Town,1,4000000,Sunderland (H),2,90,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Leif Davis
34,Pau,Pau,Torres,DEF,Aston Villa,2,4500000,Arsenal (H),2,90,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Pau Torres
51,George,George Hemmings,Hemmings,MID,Aston Villa,2,4500000,Arsenal (H),2,70,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.01,0.0,0,2.03,-0.029999999999999805,George Hemmings
330,Jayden,Bogle,Bogle,DEF,Leeds,2,4500000,Brentford (H),2,67,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Jayden Bogle
473,Ola,Aina,Aina,DEF,Nott'm Forest,4,4500000,Aston Villa (A),2,90,0,0,0,1,0,0,0,0,0,0,0,8,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Ola Aina
536,Reinildo,Reinildo,Mandava,DEF,Sunderland,3,4500000,Brentford (A),2,90,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Reinildo Mandava
564,Kjell,Scherpen,Scherpen,GK,Ipswich Town,2,4500000,Man Utd (A),2,90,0,0,0,5,0,0,0,0,0,6,0,0,0.0,0.01,2.0,0,2.03,-0.029999999999999805,Kjell Scherpen
104,Frank,Onyeka,Onyeka,MID,Coventry City,1,5000000,Arsenal (A),2,90,0,0,0,3,0,0,0,0,0,0,0,9,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Frank Onyeka
184,Matt,Grimes,Grimes,MID,Coventry City,1,5000000,Arsenal (A),2,90,0,0,0,3,0,0,0,0,0,0,0,7,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Matt Grimes
195,Ellis,Simms,Simms,FWD,Coventry City,1,5000000,Arsenal (A),2,69,0,0,0,3,0,0,0,0,0,0,0,3,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Ellis Simms
246,Merlin,Röhl,Röhl,MID,Everton,2,5000000,Bournemouth (A),2,85,0,0,0,1,0,0,0,0,0,0,0,9,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Merlin Röhl
522,Archie,Gray,Gray,MID,Spurs,1,5000000,Brentford (A),2,85,0,0,0,3,0,0,0,0,0,0,0,5,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Archie Gray
597,Zion,Suzuki,Suzuki,GK,Aston Villa,4,5000000,Nott'm Forest (H),2,90,0,0,0,2,0,0,0,0,0,5,0,0,0.0,0.01,1.0,0,2.03,-0.029999999999999805,Zion Suzuki
210,Adam,Wharton,Wharton,MID,Crystal Palace,3,5500000,Fulham (A),2,90,0,0,0,2,0,0,0,0,0,0,0,8,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Adam Wharton
338,Ethan,Ampadu,Ampadu,MID,Leeds,3,5500000,Brighton (A),2,90,0,0,0,1,0,0,0,0,0,0,0,11,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Ethan Ampadu
405,Nico,N.Gonzalez,González Iglesias,MID,Newcastle,3,5500000,Bournemouth (H),2,76,0,0,0,2,0,0,0,0,0,0,0,7,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Nico González Iglesias
41,Emiliano,Buendía,Buendía Stati,MID,Aston Villa,4,5900000,Nott'm Forest (H),2,62,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Emiliano Buendía Stati
526,Dominic,Solanke,Solanke-Mitchell,FWD,Spurs,4,5900000,Everton (H),2,62,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Dominic Solanke-Mitchell
69,Alex,Scott,Scott,MID,Bournemouth,1,6000000,Man City (A),2,90,0,0,0,2,0,0,0,0,0,0,0,11,0.0,0.01,0.0,0,2.03,-0.029999999999999805,Alex Scott
200,Maxence,Lacroix,Lacroix,DEF,Chelsea,3,6000000,Arsenal (A),2,90,0,0,0,2,0,0,0,1,0,0,0,11,0.0,0.01,1.0,0,2.03,-0.029999999999999805,Maxence Lacroix
182,Aurèle,Amenda,Amenda,DEF,Coventry City,3,4000000,Man City (A),2,90,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.34,1.0,0,2.02,-0.020000000000000018,Aurèle Amenda
259,Issa,Diop,Diop,DEF,Ipswich Town,2,4000000,Man Utd (A),2,90,0,0,0,5,0,0,0,0,0,0,0,12,0.0,0.0,2.0,0,2.0,0.0,Issa Diop
306,Jacob,Greaves,Greaves,DEF,Ipswich Town,1,4000000,Sunderland (H),2,90,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0,2.0,0.0,Jacob Greaves
51,George,George Hemmings,Hemmings,MID,Aston Villa,1,4500000,Brighton (A),2,90,0,0,0,4,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0,2.0,0.0,George Hemmings
57,Đorđe,Petrović,Petrović,GK,Bournemouth,1,4500000,Man City (A),2,90,0,0,0,2,0,0,0,0,0,4,0,0,0.0,0.0,1.0,0,2.0,0.0,Đorđe Petrović
110,Carl,Rushworth,Rushworth,GK,Coventry City,2,4500000,Hull City (H),2,90,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,2.0,0.0,Carl Rushworth
199,Walter,Benitez,Benítez,GK,Crystal Palace,4,4500000,Ipswich Town (H),2,90,0,0,0,3,0,0,0,0,0,3,0,0,0.0,0.0,1.0,0,2.0,0.0,Walter Benítez
250,Bernd,Leno,Leno,GK,Fulham,1,4500000,Chelsea (H),2,90,0,0,0,3,0,0,0,0,0,3,0,0,0.0,0.0,1.0,0,2.0,0.0,Bernd Leno
