player_code,first_name,web_name,second_name,position,team,round,value,fixture(s),round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,defensive_contribution,expected_goals,expected_assists,expected_fpl_points_goals_conceded,expected_fpl_bonus,expected_fpl_points,fpl_points_actual_vs_expected,player_name
426,Bruno,B.Fernandes,Borges Fernandes,MID,Man Utd,2,12000000,Ipswich Town (H),23,90,3,1,0,2,0,0,0,0,0,0,3,8,2.02,0.48,0.0,3,16.54,6.460000000000001,Bruno Borges Fernandes
115,Maxim,De Cuyper,De Cuyper,DEF,Brighton,1,4500000,Aston Villa (H),17,77,1,1,1,0,0,0,0,0,0,0,2,4,1.47,0.21,0.0,3,18.45,-1.4499999999999993,Maxim De Cuyper
124,Pascal,Groß,Groß,MID,Brighton,4,5600000,Coventry City (A),17,90,1,2,1,0,0,0,0,0,0,0,3,6,0.82,0.19,0.0,3,9.67,7.33,Pascal Groß
123,Jack,Hinshelwood,Hinshelwood,MID,Brighton,1,6000000,Aston Villa (H),16,63,2,0,1,0,0,0,0,0,0,0,3,3,1.41,0.02,0.0,2,12.11,3.8900000000000006,Jack Hinshelwood
586,Nobel,Mendy,Mendy,DEF,Hull City,1,4000000,Man Utd (H),15,63,1,0,1,0,0,0,0,0,0,0,1,13,0.28,0.0,0.0,3,8.68,6.32,Nobel Mendy
330,Jayden,Bogle,Bogle,DEF,Leeds,4,4500000,Newcastle (H),15,82,1,0,1,0,0,0,0,0,0,0,3,3,0.41,0.05,0.0,3,7.61,7.39,Jayden Bogle
204,Tyrick,Mitchell,Mitchell,DEF,Crystal Palace,3,4500000,Fulham (A),15,73,2,0,0,2,0,0,0,0,0,0,2,6,0.66,0.01,1.0,0,4.99,10.01,Tyrick Mitchell
94,Kevin,Schade,Schade,MID,Brentford,4,6000000,Bournemouth (A),15,90,2,0,0,2,0,0,0,0,0,0,3,4,0.21,0.1,0.0,0,3.35,11.65,Kevin Schade
330,Jayden,Bogle,Bogle,DEF,Leeds,3,4500000,Brighton (A),14,60,1,0,1,0,0,0,0,1,0,0,3,2,0.9,0.02,0.0,3,9.46,4.539999999999999,Jayden Bogle
305,Leif,Davis,Davis,DEF,Ipswich Town,4,4000000,Crystal Palace (A),14,90,1,2,0,2,0,0,0,0,0,0,1,2,0.52,0.19,0.0,3,8.69,5.309999999999999,Leif Davis
565,Mamadou,M.Sangaré,Sangaré,MID,Brentford,1,5500000,Spurs (H),14,75,0,2,1,0,0,0,0,0,0,0,3,13,0.05,0.33,0.0,2,8.24,5.76,Mamadou Sangaré
279,Semi,Ajayi,Ajayi,DEF,Hull City,1,4000000,Man Utd (H),14,63,1,0,1,0,0,0,0,0,0,0,2,7,0.52,0.0,0.0,1,6.12,7.88,Semi Ajayi
399,Rayan,Cherki,Cherki,MID,Man City,2,7500000,Crystal Palace (A),14,81,2,0,0,1,0,0,0,1,0,0,3,3,0.35,0.55,0.0,1,5.4,8.6,Rayan Cherki
1,David,Raya,Raya Martín,GK,Arsenal,4,6000000,Sunderland (A),14,90,0,0,1,0,0,1,0,0,0,2,3,0,0.0,0.0,1.0,0,1.0,13.0,David Raya Martín
88,Michael,Kayode,Kayode,DEF,Brentford,1,4500000,Spurs (H),13,75,1,0,1,0,0,0,0,0,0,0,1,4,0.5,0.0,0.0,3,12.0,1.0,Michael Kayode
480,Morgan,Gibbs-White,Gibbs-White,MID,Nott'm Forest,2,8000000,Liverpool (A),13,90,1,1,0,2,0,0,0,0,0,0,3,5,0.79,0.04,0.0,3,9.07,3.9299999999999997,Morgan Gibbs-White
411,Erling,Haaland,Haaland,FWD,Man City,2,15500000,Crystal Palace (A),13,90,2,0,0,1,0,0,0,0,0,0,3,5,0.66,0.0,0.0,2,6.64,6.36,Erling Haaland
335,Anton,Stach,Stach,MID,Leeds,1,6000000,Nott'm Forest (A),13,90,1,0,1,0,0,0,0,0,0,0,3,16,0.1,0.05,0.0,0,4.65,8.35,Anton Stach
154,Cole,Palmer,Palmer,MID,Chelsea,1,9500000,Fulham (A),13,82,1,1,0,2,0,0,0,0,0,0,3,9,0.28,0.19,0.0,0,3.97,9.03,Cole Palmer
286,Mohamed,Belloumi,Belloumi,MID,Hull City,4,5000000,Chelsea (A),13,59,2,0,0,1,0,0,0,0,0,0,2,1,0.17,0.06,0.0,0,3.03,9.97,Mohamed Belloumi
379,Alexander,Isak,Isak,FWD,Liverpool,3,9000000,Ipswich Town (A),13,63,2,0,1,0,0,0,0,0,0,0,3,3,0.21,0.05,0.0,0,2.99,10.01,Alexander Isak
124,Pascal,Groß,Groß,MID,Brighton,2,5500000,Chelsea (A),13,90,1,1,0,4,0,0,0,0,0,0,3,6,0.05,0.11,0.0,0,2.58,10.42,Pascal Groß
367,Cody,Gakpo,Gakpo,MID,Liverpool,1,7000000,Newcastle (A),12,90,1,0,0,2,0,0,0,0,0,0,3,12,0.3,0.15,0.0,1,6.95,5.05,Cody Gakpo
69,Alex,Scott,Scott,MID,Bournemouth,2,6000000,Everton (H),12,86,1,0,1,0,0,0,0,1,0,0,3,15,0.26,0.27,0.0,0,5.11,6.89,Alex Scott
504,Luka,Vuskovic,Vušković,DEF,Brighton,3,5000000,Leeds (H),12,90,1,0,0,1,0,0,0,0,0,0,2,10,0.19,0.01,1.0,0,4.17,7.83,Luka Vušković
316,Emersonn,Emersonn,Correia da Silva,FWD,Ipswich Town,4,5500000,Crystal Palace (A),12,62,1,1,0,1,0,0,0,0,0,0,3,2,0.44,0.05,0.0,0,3.91,8.09,Emersonn Correia da Silva
229,James,Tarkowski,Tarkowski,DEF,Everton,2,6000000,Bournemouth (A),12,90,1,0,0,1,0,0,0,0,0,0,2,10,0.1,0.01,1.0,0,3.63,8.370000000000001,James Tarkowski
165,João Pedro,João Pedro,Junqueira de Jesus,FWD,Chelsea,4,7700000,Hull City (H),12,90,1,1,0,2,0,0,0,0,0,0,3,2,0.29,0.04,0.0,0,3.28,8.72,João Pedro Junqueira de Jesus
453,Harvey,Barnes,Barnes,MID,Newcastle,3,6000000,Bournemouth (H),12,90,1,1,0,2,0,0,0,0,0,0,2,6,0.11,0.03,0.0,0,2.64,9.36,Harvey Barnes
116,Lewis,Dunk,Dunk,DEF,Brighton,4,4500000,Coventry City (A),12,90,1,0,1,0,0,0,0,0,0,0,0,6,0.03,0.03,0.0,0,2.27,9.73,Lewis Dunk
427,Bryan,Mbeumo,Mbeumo,MID,Man Utd,2,8000000,Ipswich Town (H),11,90,1,1,0,2,0,0,0,1,0,0,2,5,1.76,0.21,0.0,2,12.43,-1.4299999999999997,Bryan Mbeumo
10,Benjamin,White,White,DEF,Arsenal,1,5500000,Coventry City (H),11,90,0,1,1,0,0,0,0,0,0,0,2,5,0.18,0.21,0.0,3,10.71,0.28999999999999915,Benjamin White
8,Riccardo,Calafiori,Calafiori,DEF,Arsenal,2,5600000,Aston Villa (A),11,90,0,1,1,0,0,0,0,0,0,0,2,3,0.11,0.46,0.0,2,10.04,0.9600000000000009,Riccardo Calafiori
12,Bukayo,Saka,Saka,MID,Arsenal,2,9500000,Aston Villa (A),11,90,1,0,1,0,0,0,0,0,0,0,3,11,0.63,0.04,0.0,1,7.27,3.7300000000000004,Bukayo Saka
449,Lewis,Hall,Hall,DEF,Newcastle,2,5000000,Spurs (A),11,90,0,0,1,0,0,0,0,0,0,0,3,13,0.03,0.31,0.0,2,7.11,3.8899999999999997,Lewis Hall
165,João Pedro,João Pedro,Junqueira de Jesus,FWD,Chelsea,1,7500000,Fulham (A),11,90,1,1,0,2,0,0,0,0,0,0,2,3,0.63,0.06,0.0,1,5.7,5.3,João Pedro Junqueira de Jesus
15,Martin,Ødegaard,Ødegaard,MID,Arsenal,1,6500000,Coventry City (H),11,75,1,0,1,0,0,0,0,0,0,0,3,8,0.21,0.1,0.0,0,4.35,6.65,Martin Ødegaard
233,Vitalii,Mykolenko,Mykolenko,DEF,Everton,4,4500000,Spurs (A),11,90,0,0,1,0,0,0,0,0,0,0,3,11,0.0,0.07,0.0,0,4.21,6.79,Vitalii Mykolenko
98,Vitaly,Janelt,Janelt,MID,Brentford,3,5000000,Sunderland (H),11,90,1,0,0,1,0,0,0,1,0,0,3,12,0.11,0.01,0.0,0,3.58,7.42,Vitaly Janelt
367,Cody,Gakpo,Gakpo,MID,Liverpool,3,7100000,Ipswich Town (A),11,90,0,2,1,0,0,0,0,0,0,0,2,10,0.06,0.4,0.0,0,3.5,7.5,Cody Gakpo
236,Kiernan,Dewsbury-Hall,Dewsbury-Hall,MID,Everton,1,6500000,Crystal Palace (H),11,90,1,0,1,0,0,0,0,0,0,0,3,8,0.12,0.17,0.0,0,3.11,7.890000000000001,Kiernan Dewsbury-Hall
115,Maxim,De Cuyper,De Cuyper,DEF,Brighton,4,4800000,Coventry City (A),11,90,0,1,1,0,0,0,0,0,0,0,2,1,0.03,0.04,0.0,0,2.3,8.7,Maxim De Cuyper
593,Amar,Dedić,Dedic,DEF,Newcastle,2,4500000,Spurs (A),11,90,0,1,1,0,0,0,0,0,0,0,2,8,0.0,0.06,0.0,0,2.18,8.82,Amar Dedic
391,Joško,Gvardiol,Gvardiol,DEF,Man City,4,5600000,Man Utd (A),11,90,0,1,1,0,0,0,0,1,0,0,3,7,0.02,0.0,0.0,0,1.12,9.879999999999999,Joško Gvardiol
15,Martin,Ødegaard,Ødegaard,MID,Arsenal,3,6600000,Chelsea (H),10,76,1,0,0,1,0,0,0,0,0,0,3,3,0.72,0.88,0.0,3,12.24,-2.24,Martin Ødegaard
388,Marc,Guéhi,Guéhi,DEF,Man City,1,6000000,Bournemouth (H),10,90,1,0,0,1,0,0,0,0,0,0,2,4,0.89,0.32,0.0,3,11.3,-1.3000000000000007,Marc Guéhi
68,Marcus,Tavernier,Tavernier,MID,Bournemouth,3,6000000,Newcastle (A),10,88,1,0,0,2,0,0,0,0,0,0,3,9,1.01,0.05,0.0,3,10.2,-0.1999999999999993,Marcus Tavernier
346,Dominic,Calvert-Lewin,Calvert-Lewin,FWD,Leeds,4,6000000,Newcastle (H),10,77,1,1,1,0,0,0,0,1,0,0,2,5,0.87,0.0,0.0,2,6.48,3.5199999999999996,Dominic Calvert-Lewin
86,Keane,Lewis-Potter,Lewis-Potter,MID,Brentford,1,5500000,Spurs (H),10,90,1,0,1,0,0,0,0,0,0,0,2,10,0.77,0.12,0.0,0,6.21,3.79,Keane Lewis-Potter
68,Marcus,Tavernier,Tavernier,MID,Bournemouth,1,6000000,Man City (A),10,90,1,0,0,2,0,0,0,0,0,0,3,8,0.4,0.08,0.0,1,5.24,4.76,Marcus Tavernier
327,Jaka,Bijol,Bijol,DEF,Leeds,1,5000000,Nott'm Forest (A),10,90,0,0,1,0,0,0,0,0,0,0,2,12,0.11,0.0,0.0,0,4.66,5.34,Jaka Bijol
268,Josh,King,King,MID,Fulham,3,5500000,Crystal Palace (H),10,90,1,0,0,3,0,0,0,0,0,0,3,7,0.31,0.27,0.0,0,4.36,5.64,Josh King
332,James,Justin,Justin,DEF,Leeds,1,4500000,Nott'm Forest (A),10,90,0,0,1,0,0,0,0,0,0,0,2,12,0.0,0.01,0.0,0,4.03,5.97,James Justin
138,Charalampos,Kostoulas,Kostoulas,FWD,Brighton,4,5500000,Coventry City (A),10,83,1,1,1,0,0,0,0,0,0,0,1,7,0.39,0.01,0.0,0,3.59,6.41,Charalampos Kostoulas
94,Kevin,Schade,Schade,MID,Brentford,2,6000000,Leeds (A),10,87,1,0,0,1,0,0,0,0,0,0,3,9,0.25,0.02,0.0,0,3.31,6.6899999999999995,Kevin Schade
572,Konstantinos,Tzolakis,Tzolakis,GK,Hull City,2,4500000,Coventry City (A),10,90,0,0,1,0,0,0,0,0,0,3,3,0,0.0,0.0,0.0,0,3.0,7.0,Konstantinos Tzolakis
597,Zion,Suzuki,Suzuki,GK,Aston Villa,3,5000000,Hull City (A),10,90,0,0,1,0,0,0,0,0,0,4,3,0,0.0,0.0,0.0,0,3.0,7.0,Zion Suzuki
242,Tyrique,George,George,MID,Everton,3,5500000,Man Utd (H),10,90,1,0,0,2,0,0,0,0,0,0,3,4,0.04,0.07,0.0,0,2.41,7.59,Tyrique George
69,Alex,Scott,Scott,MID,Bournemouth,3,6000000,Newcastle (A),10,90,0,2,0,2,0,0,0,0,0,0,2,11,0.07,0.02,0.0,0,2.41,7.59,Alex Scott
572,Konstantinos,Tzolakis,Tzolakis,GK,Hull City,1,4500000,Man Utd (H),10,90,0,0,1,0,0,0,0,0,0,5,3,0,0.0,0.0,1.0,0,2.0,8.0,Konstantinos Tzolakis
398,Phil,Foden,Foden,MID,Man City,2,7000000,Crystal Palace (A),9,90,0,2,0,1,0,0,0,0,0,0,1,7,0.87,0.45,0.0,3,10.7,-1.6999999999999993,Phil Foden
411,Erling,Haaland,Haaland,FWD,Man City,3,15500000,Coventry City (H),9,90,1,0,1,0,0,0,0,0,0,0,3,7,1.06,0.48,0.0,3,10.68,-1.6799999999999997,Erling Haaland
165,João Pedro,João Pedro,Junqueira de Jesus,FWD,Chelsea,2,7600000,Brighton (H),9,90,1,1,0,3,1,0,0,0,0,0,2,3,1.23,0.04,0.0,3,10.04,-1.0399999999999991,João Pedro Junqueira de Jesus
237,Iliman,Ndiaye,Ndiaye,MID,Man City,1,6000000,Crystal Palace (H),9,90,0,1,1,0,0,0,0,0,0,0,1,12,0.24,0.32,0.0,3,9.16,-0.16000000000000014,Iliman Ndiaye
8,Riccardo,Calafiori,Calafiori,DEF,Arsenal,1,5500000,Coventry City (H),9,80,0,1,1,0,0,0,0,0,0,0,0,5,0.04,0.09,0.0,2,8.51,0.4900000000000002,Riccardo Calafiori
411,Erling,Haaland,Haaland,FWD,Man City,4,15500000,Man Utd (A),9,90,1,0,1,0,0,0,0,0,0,0,3,3,0.87,0.01,0.0,3,8.51,0.4900000000000002,Erling Haaland
316,Emersonn,Emersonn,Correia da Silva,FWD,Ipswich Town,1,5500000,Sunderland (H),9,65,1,0,0,1,0,0,0,0,0,0,3,3,0.82,0.06,0.0,3,8.46,0.5399999999999991,Emersonn Correia da Silva
503,Micky,Van de Ven,van de Ven,DEF,Spurs,3,5000000,Nott'm Forest (A),9,90,0,0,1,0,0,0,0,0,0,0,3,9,0.57,0.0,0.0,3,8.42,0.5800000000000001,Micky van de Ven
12,Bukayo,Saka,Saka,MID,Arsenal,1,9500000,Coventry City (H),9,67,1,0,1,0,0,0,0,0,0,0,1,7,0.64,0.08,0.0,1,7.44,1.5599999999999996,Bukayo Saka
483,Dan,Ndoye,Ndoye,MID,Nott'm Forest,2,5500000,Liverpool (A),9,65,1,0,0,1,0,0,0,0,0,0,2,9,0.35,0.63,0.0,1,6.64,2.3600000000000003,Dan Ndoye
432,Kobbie,Mainoo,Mainoo,MID,Man Utd,3,5500000,Everton (A),9,83,0,1,0,1,0,0,0,0,0,0,2,15,0.0,0.07,0.0,2,6.21,2.79,Kobbie Mainoo
98,Vitaly,Janelt,Janelt,MID,Brentford,1,5000000,Spurs (H),9,90,1,0,1,0,0,0,0,1,0,0,0,13,0.39,0.17,0.0,0,5.46,3.54,Vitaly Janelt
277,John,Egan,Egan,DEF,Hull City,2,4000000,Coventry City (A),9,90,0,0,1,0,0,0,0,0,0,0,1,13,0.0,0.0,0.0,1,5.0,4.0,John Egan
544,Granit,Xhaka,Xhaka,MID,Sunderland,1,5500000,Ipswich Town (A),9,90,0,1,0,2,0,0,0,0,0,0,2,13,0.0,0.09,0.0,0,4.27,4.73,Granit Xhaka
533,Nordi,Mukiele,Mukiele,DEF,Sunderland,2,5500000,Fulham (H),9,90,0,0,1,0,0,0,0,0,0,0,1,19,0.0,0.01,0.0,0,4.03,4.97,Nordi Mukiele
389,Matheus,Matheus N.,Nunes,DEF,Man City,4,5900000,Man Utd (A),9,90,0,0,1,0,0,0,0,0,0,0,1,11,0.0,0.01,0.0,0,4.03,4.97,Matheus Nunes
391,Joško,Gvardiol,Gvardiol,DEF,Man City,1,5500000,Bournemouth (H),9,90,1,0,0,1,0,0,0,0,0,0,1,7,0.19,0.05,0.0,0,3.29,5.71,Joško Gvardiol
454,Anthony,Elanga,Elanga,MID,Newcastle,1,6000000,Liverpool (H),9,75,1,0,0,1,0,0,0,0,0,0,2,2,0.22,0.01,0.0,0,3.13,5.87,Anthony Elanga
250,Bernd,Leno,Leno,GK,Fulham,4,4500000,Liverpool (A),9,90,0,0,1,0,0,0,0,0,0,3,2,0,0.0,0.0,0.0,0,3.0,6.0,Bernd Leno
385,James,Trafford,Trafford,GK,Leeds,1,5000000,Nott'm Forest (A),9,90,0,0,1,0,0,0,0,0,0,3,2,0,0.0,0.0,0.0,0,3.0,6.0,James Trafford
350,Alisson,A.Becker,Becker,GK,Liverpool,4,5500000,Fulham (H),9,90,0,0,1,0,0,0,0,0,0,3,2,0,0.0,0.0,0.0,0,3.0,6.0,Alisson Becker
428,Matheus,Cunha,Santos Carneiro da Cunha,MID,Man Utd,2,8000000,Ipswich Town (H),9,79,0,2,0,1,0,0,0,0,0,0,1,2,0.11,0.15,0.0,0,3.0,6.0,Matheus Santos Carneiro da Cunha
336,Noah,Okafor,Okafor,MID,Leeds,4,5900000,Newcastle (H),9,71,1,0,1,0,0,0,0,0,0,0,1,6,0.07,0.08,0.0,0,2.59,6.41,Noah Okafor
4,Gabriel,Gabriel,dos Santos Magalhães,DEF,Arsenal,4,8000000,Sunderland (A),9,90,0,0,1,0,0,0,0,1,0,0,2,11,0.02,0.01,1.0,0,2.15,6.85,Gabriel dos Santos Magalhães
362,Jeremy,Jacquet,Jacquet,DEF,Liverpool,4,5000000,Fulham (H),9,90,0,0,1,0,0,0,0,0,0,0,3,5,0.0,0.02,0.0,0,2.06,6.9399999999999995,Jeremy Jacquet
12,Bukayo,Saka,Saka,MID,Arsenal,4,9500000,Sunderland (A),8,90,1,0,1,0,0,0,0,0,0,0,0,7,1.38,0.08,0.0,3,12.14,-4.140000000000001,Bukayo Saka
4,Gabriel,Gabriel,dos Santos Magalhães,DEF,Arsenal,2,8000000,Aston Villa (A),8,90,0,0,1,0,0,0,0,0,0,0,0,10,0.13,0.02,0.0,3,11.84,-3.84,Gabriel dos Santos Magalhães
40,Morgan,Rogers,Rogers,MID,Chelsea,1,7500000,Fulham (A),8,81,1,0,0,2,0,0,0,0,0,0,1,7,0.96,0.1,0.0,3,10.1,-2.0999999999999996,Morgan Rogers
368,Dominik,Szoboszlai,Szoboszlai,MID,Liverpool,1,7000000,Newcastle (A),8,90,1,0,0,2,0,0,0,0,0,0,1,7,0.85,0.27,0.0,3,10.06,-2.0599999999999987,Dominik Szoboszlai
553,Wilson,Isidor,Isidor,FWD,Sunderland,2,5500000,Fulham (H),8,26,1,0,0,0,0,0,0,0,0,0,3,0,1.39,0.0,0.0,3,9.56,-1.5599999999999987,Wilson Isidor
542,Enzo,E.Le Fée,Le Fée,MID,Sunderland,3,5900000,Brentford (A),8,90,1,0,0,1,0,0,0,0,0,0,1,6,0.84,0.03,0.0,3,9.29,-1.2899999999999991,Enzo Le Fée
173,Bobby,Thomas,Thomas,DEF,Coventry City,2,4000000,Hull City (H),8,77,0,0,1,0,0,0,0,0,0,0,2,9,0.0,0.01,0.0,3,9.03,-1.0300000000000011,Bobby Thomas
346,Dominic,Calvert-Lewin,Calvert-Lewin,FWD,Leeds,2,6000000,Brentford (H),8,90,1,0,0,1,0,0,0,0,0,0,2,4,0.92,0.02,0.0,3,8.74,-0.7400000000000002,Dominic Calvert-Lewin
480,Morgan,Gibbs-White,Gibbs-White,MID,Nott'm Forest,4,7900000,Aston Villa (A),8,90,0,1,0,1,0,0,0,0,0,0,3,4,0.16,0.91,0.0,3,8.53,-0.5300000000000011,Morgan Gibbs-White
570,César,Palacios,Palacios,MID,Fulham,3,5500000,Crystal Palace (H),8,60,1,0,0,2,0,0,0,0,0,0,1,0,0.8,0.02,0.0,2,8.06,-0.05999999999999872,César Palacios
605,Malick,Yalcouyé,Yalcouyé,MID,Brighton,2,4500000,Chelsea (A),8,73,1,0,0,3,0,0,0,0,0,0,1,7,0.7,0.16,0.0,2,7.98,0.019999999999999574,Malick Yalcouyé
379,Alexander,Isak,Isak,FWD,Liverpool,2,9000000,Nott'm Forest (H),8,90,1,0,0,2,0,0,0,0,0,0,2,1,0.99,0.0,0.0,2,7.96,0.040000000000000036,Alexander Isak
472,Murillo,Murillo,Costa dos Santos,DEF,Nott'm Forest,3,5500000,Spurs (H),8,89,0,0,1,0,0,0,0,0,0,0,0,10,0.17,0.0,0.0,2,7.02,0.9800000000000004,Murillo Costa dos Santos
112,Jan Paul,Van Hecke,van Hecke,DEF,Spurs,4,4900000,Everton (H),8,90,0,0,1,0,0,0,0,0,0,0,0,13,0.14,0.05,0.0,2,6.99,1.0099999999999998,Jan Paul van Hecke
605,Malick,Yalcouyé,Yalcouyé,MID,Brighton,4,4500000,Coventry City (A),8,64,1,0,1,0,0,0,0,0,0,0,0,6,0.67,0.01,0.0,1,6.38,1.62,Malick Yalcouyé
579,Ronald,Araujo,Araujo,DEF,Liverpool,3,5400000,Ipswich Town (A),8,90,0,0,1,0,0,0,0,0,0,0,0,10,0.0,0.01,0.0,2,6.03,1.9699999999999998,Ronald Araujo
356,Virgil,Virgil,van Dijk,DEF,Liverpool,4,6500000,Fulham (H),8,90,0,0,1,0,0,0,0,0,0,0,0,10,0.0,0.01,0.0,2,6.03,1.9699999999999998,Virgil van Dijk
650,David,Affengruber,Affengruber,DEF,Fulham,4,4500000,Liverpool (A),8,90,0,0,1,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,1,5.0,3.0,David Affengruber
87,Kristoffer,Ajer,Ajer,DEF,Brentford,1,4500000,Spurs (H),8,90,0,0,1,0,0,0,0,0,0,0,0,10,0.11,0.02,0.0,0,4.72,3.2800000000000002,Kristoffer Ajer
68,Marcus,Tavernier,Tavernier,MID,Bournemouth,4,6000000,Brentford (H),8,82,1,0,0,2,0,0,0,1,0,0,2,8,0.2,0.47,0.0,0,4.41,3.59,Marcus Tavernier
474,Jair,Jair Cunha,Paula da Cunha Filho,DEF,Nott'm Forest,3,4500000,Spurs (H),8,90,0,0,1,0,0,0,0,0,0,0,0,12,0.03,0.01,0.0,0,4.21,3.79,Jair Paula da Cunha Filho
532,Daniel,Ballard,Ballard,DEF,Sunderland,2,5000000,Fulham (H),8,90,0,0,1,0,0,0,0,0,0,0,0,10,0.03,0.0,0.0,0,4.18,3.8200000000000003,Daniel Ballard
244,Harrison,Armstrong,Armstrong,MID,Everton,1,5000000,Crystal Palace (H),8,90,0,1,1,0,0,0,0,0,0,0,0,16,0.0,0.04,0.0,0,4.12,3.88,Harrison Armstrong
70,Justin,Kluivert,Kluivert,MID,Bournemouth,4,6000000,Brentford (H),8,65,1,0,0,2,0,0,0,0,0,0,1,4,0.21,0.02,0.0,0,4.11,3.8899999999999997,Justin Kluivert
249,Thierno,Barry,Barry,FWD,Everton,1,5500000,Crystal Palace (H),8,78,1,0,1,0,0,0,0,0,0,0,2,3,0.45,0.09,0.0,0,4.07,3.9299999999999997,Thierno Barry
109,Bart,Verbruggen,Verbruggen,GK,Brighton,4,4500000,Coventry City (A),8,90,0,0,1,0,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0,4.0,4.0,Bart Verbruggen
26,Kai,Havertz,Havertz,FWD,Arsenal,3,7500000,Chelsea (H),8,77,1,0,0,1,0,0,0,0,0,0,2,1,0.27,0.27,0.0,0,3.89,4.109999999999999,Kai Havertz
129,Yasin,Ayari,Ayari,MID,Brighton,4,5400000,Coventry City (A),8,90,1,0,1,0,0,0,0,0,0,0,0,7,0.31,0.03,0.0,0,3.64,4.359999999999999,Yasin Ayari
464,Yoane,Wissa,Wissa,FWD,Newcastle,2,6000000,Spurs (A),8,81,1,0,1,0,0,0,0,0,0,0,2,6,0.35,0.0,0.0,0,3.4,4.6,Yoane Wissa
454,Anthony,Elanga,Elanga,MID,Newcastle,2,6000000,Spurs (A),8,81,1,0,1,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0,3.3,4.7,Anthony Elanga
586,Nobel,Mendy,Mendy,DEF,Hull City,3,4000000,Aston Villa (H),8,70,0,0,1,0,0,0,0,0,0,0,0,10,0.03,0.0,1.0,0,3.18,4.82,Nobel Mendy
40,Morgan,Rogers,Rogers,MID,Chelsea,4,7600000,Hull City (H),8,90,1,0,0,2,0,0,0,0,0,0,1,6,0.21,0.02,0.0,0,3.11,4.890000000000001,Morgan Rogers
277,John,Egan,Egan,DEF,Hull City,1,4000000,Man Utd (H),8,90,0,0,1,0,0,0,0,0,0,0,0,21,0.0,0.0,1.0,0,3.0,5.0,John Egan
350,Alisson,A.Becker,Becker,GK,Liverpool,3,5500000,Ipswich Town (A),8,90,0,0,1,0,0,0,0,0,0,5,1,0,0.0,0.0,0.0,0,3.0,5.0,Alisson Becker
96,Mikkel,Damsgaard,Damsgaard,MID,Brentford,3,5500000,Sunderland (H),8,85,0,1,0,1,0,0,0,0,0,0,3,4,0.0,0.21,0.0,0,2.63,5.37,Mikkel Damsgaard
112,Jan Paul,Van Hecke,van Hecke,DEF,Spurs,3,4900000,Nott'm Forest (A),8,90,0,0,1,0,0,0,0,0,0,0,2,4,0.09,0.01,0.0,0,2.57,5.43,Jan Paul van Hecke
399,Rayan,Cherki,Cherki,MID,Man City,1,7500000,Bournemouth (H),8,27,0,2,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0,2.5,5.5,Rayan Cherki
222,Jørgen,Strand Larsen,Strand Larsen,FWD,Crystal Palace,4,6000000,Ipswich Town (H),8,83,1,0,0,2,0,0,0,0,0,0,2,2,0.09,0.02,0.0,0,2.42,5.58,Jørgen Strand Larsen
427,Bryan,Mbeumo,Mbeumo,MID,Man Utd,3,8000000,Everton (A),8,90,1,0,0,2,0,0,0,0,0,0,1,8,0.05,0.03,0.0,0,2.34,5.66,Bryan Mbeumo
214,Daichi,Kamada,Kamada,MID,Crystal Palace,4,5000000,Ipswich Town (H),8,83,0,2,0,2,0,0,0,0,0,0,0,1,0.0,0.05,0.0,0,2.15,5.85,Daichi Kamada
391,Joško,Gvardiol,Gvardiol,DEF,Man City,3,5600000,Coventry City (H),8,90,0,0,1,0,0,0,0,0,0,0,2,8,0.01,0.02,0.0,0,2.12,5.88,Joško Gvardiol
388,Marc,Guéhi,Guéhi,DEF,Man City,3,6000000,Coventry City (H),8,90,0,0,1,0,0,0,0,0,0,0,2,9,0.0,0.02,0.0,0,2.06,5.9399999999999995,Marc Guéhi
229,James,Tarkowski,Tarkowski,DEF,Everton,4,6000000,Spurs (A),8,90,0,0,1,0,0,0,0,0,0,0,2,8,0.0,0.01,0.0,0,2.03,5.970000000000001,James Tarkowski
282,Ryan,Giles,Giles,DEF,Hull City,3,4000000,Aston Villa (H),8,90,0,0,1,0,0,0,0,0,0,0,2,4,0.0,0.04,1.0,0,1.12,6.88,Ryan Giles
36,Ian,Maatsen,Maatsen,DEF,Aston Villa,3,4500000,Hull City (A),7,74,0,0,1,0,0,0,0,0,0,0,1,3,0.0,0.42,0.0,3,10.26,-3.26,Ian Maatsen
130,Mats,Wieffer,Wieffer,DEF,Brighton,1,5000000,Aston Villa (H),7,77,0,0,1,0,0,0,0,0,0,0,1,8,0.09,0.05,0.0,0,6.69,0.3099999999999996,Mats Wieffer
10,Benjamin,White,White,DEF,Arsenal,2,5500000,Aston Villa (A),7,90,0,0,1,0,0,0,0,0,0,0,1,4,0.0,0.05,0.0,0,6.15,0.8499999999999996,Benjamin White
154,Cole,Palmer,Palmer,MID,Chelsea,2,9500000,Brighton (H),7,90,1,0,0,3,0,0,0,0,0,0,0,8,0.66,0.13,0.0,0,5.69,1.3099999999999996,Cole Palmer
