,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,xbonus,expected_fpl_points,fpl_points_over_expected
6895,246,Brenden,Aaronson,Aaronson,Brenden Aaronson,3,MID,Leeds,15,5500000,113158,BOU (H),2,85,0,0,0,3,0,0,0,0,0,0,0,80.0,0,0.06,0.05,1.47,0,2.45,0.45
14603,520,Kalidou,Koulibaly,Koulibaly,Kalidou Koulibaly,2,DEF,Chelsea,18,5500000,725467,NFO (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.15,1.2,0,2.45,0.45
13017,464,Saïd,Benrahma,Benrahma,Saïd Benrahma,3,MID,West Ham,18,5600000,110695,BRE (H),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.0,0.15,1.63,0,2.45,0.45
9291,333,Bruno,Fernandes,Borges Fernandes,Bruno Borges Fernandes,3,MID,Man Utd,10,9800000,227988,EVE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.15,0.65,0,2.45,0.45
7487,266,Kiernan,Dewsbury-Hall,Dewsbury-Hall,Kiernan Dewsbury-Hall,3,MID,Leicester,28,4900000,66662,BRE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.07,0.03,0.64,0,2.44,0.44
1037,37,John,McGinn,McGinn,John McGinn,3,MID,Aston Villa,24,5100000,53675,ARS (H),2,90,0,0,0,4,0,0,0,0,0,0,0,90.0,0,0.07,0.03,3.28,0,2.44,0.44
9471,340,Jadon,Sancho,Sancho,Jadon Sancho,3,MID,Man Utd,6,7300000,682077,ARS (H),2,66,0,0,0,1,0,0,0,0,0,0,0,70.0,0,0.07,0.03,1.09,0,2.44,0.44
12514,446,Dejan,Kulusevski,Kulusevski,Dejan Kulusevski,3,MID,Spurs,29,7900000,442880,EVE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.07,0.03,0.88,0,2.44,0.44
18535,698,Mario,Lemina,Lemina,Mario Lemina,3,MID,Wolves,28,4500000,1089,LEE (H),2,90,0,0,0,4,0,0,0,0,0,0,0,90.0,0,0.08,0.01,1.47,0,2.43,0.43
13101,467,Declan,Rice,Rice,Declan Rice,3,MID,West Ham,18,4800000,390615,BRE (H),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.02,0.11,1.63,0,2.43,0.43
1899,67,Lewis,Cook,Cook,Lewis Cook,3,MID,Bournemouth,17,4900000,8073,CHE (A),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.02,0.11,1.74,0,2.43,0.43
1799,64,Jefferson,Lerma,Lerma Solís,Jefferson Lerma Solís,3,MID,Bournemouth,3,5000000,106121,ARS (H),2,90,0,0,0,3,0,0,0,0,0,0,0,90.0,0,0.08,0.01,1.32,0,2.43,0.43
4440,159,Jordan,J.Ayew,Ayew,Jordan Ayew,3,MID,Crystal Palace,17,5300000,25797,FUL (H),2,90,0,0,0,3,0,0,0,0,0,0,0,90.0,0,0.08,0.01,2.61,0,2.43,0.43
13142,469,Pablo,Fornals,Fornals Malla,Pablo Fornals Malla,3,MID,West Ham,2,5500000,130262,NFO (A),2,68,0,0,0,1,0,0,0,0,0,0,0,70.0,0,0.05,0.06,1.36,0,2.43,0.43
6540,233,Jack,Harrison,Harrison,Jack Harrison,3,MID,Leeds,24,5800000,184366,EVE (A),2,85,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.02,0.11,1.39,0,2.43,0.43
18323,680,Cody,Gakpo,Gakpo,Cody Gakpo,3,MID,Liverpool,20,8000000,120882,BHA (A),2,90,0,0,0,3,0,0,0,0,0,0,0,90.0,0,0.08,0.01,2.24,0,2.43,0.43
6098,217,Antonee,Robinson,Robinson,Antonee Robinson,2,DEF,Fulham,30,4400000,56236,WHU (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.03,0.08,1.09,0,2.42,0.42
2411,85,Rico,Henry,Henry,Rico Henry,2,DEF,Brentford,14,4500000,134107,WOL (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.02,0.61,0,2.42,0.42
2979,106,Lewis,Dunk,Dunk,Lewis Dunk,2,DEF,Brighton,1,4500000,147708,MUN (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.07,0.0,1.38,0,2.42,0.42
8020,286,Joseph,Gomez,Gomez,Joseph Gomez,2,DEF,Liverpool,5,4500000,55644,NEW (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.02,0.72,0,2.42,0.42
1296,46,Douglas Luiz,Douglas Luiz,Soares de Paulo,Douglas Luiz Soares de Paulo,3,MID,Aston Villa,22,4800000,51311,LEI (H),2,90,0,0,0,4,0,0,0,0,0,0,0,90.0,0,0.0,0.14,2.25,0,2.42,0.42
18853,733,Pedro,Pedro Porro,Porro,Pedro Porro,2,DEF,Spurs,29,4800000,63461,EVE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.04,0.06,0.88,0,2.42,0.42
14216,506,Tyler,Adams,Adams,Tyler Adams,3,MID,Leeds,27,4900000,17307,BHA (H),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.03,0.09,1.63,0,2.42,0.42
7467,266,Kiernan,Dewsbury-Hall,Dewsbury-Hall,Kiernan Dewsbury-Hall,3,MID,Leicester,8,5000000,124790,TOT (A),2,73,0,0,0,4,0,0,0,0,0,0,0,70.0,0,0.06,0.04,1.31,0,2.42,0.42
429,16,Gabriel,Gabriel,dos Santos Magalhães,Gabriel dos Santos Magalhães,2,DEF,Arsenal,13,5100000,1100829,SOU (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.02,0.67,0,2.42,0.42
14998,534,Dwight,McNeil,McNeil,Dwight McNeil,3,MID,Everton,15,5200000,15441,LEI (H),2,70,0,0,0,1,0,0,0,0,0,0,0,70.0,0,0.0,0.14,1.54,0,2.42,0.42
4780,171,Michael,Olise,Olise,Michael Olise,3,MID,Crystal Palace,23,5400000,43389,BHA (H),2,83,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.0,0.14,2.15,0,2.42,0.42
4084,146,Reece,James,James,Reece James,2,DEF,Chelsea,23,5700000,1372317,WHU (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.04,0.06,1.29,0,2.42,0.42
2900,103,Danny,Welbeck,Welbeck,Danny Welbeck,4,FWD,Brighton,2,6500000,109278,NEW (H),2,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.09,0.02,0.22,0,2.42,0.42
8703,311,Bernardo,Bernardo,Veiga de Carvalho e Silva,Bernardo Veiga de Carvalho e Silva,3,MID,Man City,11,7000000,1117868,LIV (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.04,2.07,0,2.42,0.42
4056,145,Kai,Havertz,Havertz,Kai Havertz,4,FWD,Chelsea,23,7700000,501997,WHU (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.06,1.29,0,2.42,0.42
6738,240,Crysencio,Summerville,Summerville,Crysencio Summerville,3,MID,Leeds,26,4200000,77127,CHE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.07,0.02,1.52,0,2.41,0.41
5922,211,Harrison,Reed,Reed,Harrison Reed,3,MID,Fulham,21,4500000,82896,TOT (H),2,64,0,0,0,1,0,0,0,0,0,0,0,60.0,0,0.27,0.02,0.81,0,2.41,0.41
16625,593,Carlos Henrique,Casemiro,Casimiro,Carlos Henrique Casimiro,3,MID,Man Utd,18,4900000,227477,WOL (A),2,90,0,0,1,0,0,0,0,1,0,0,0,90.0,0,0.07,0.02,0.67,0,2.41,0.41
7912,282,Fabio Henrique,Fabinho,Tavares,Fabio Henrique Tavares,3,MID,Liverpool,5,5400000,102711,NEW (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.07,0.02,0.72,0,2.41,0.41
18693,715,Mateus,Tetê,Cardoso Lemos Martins,Mateus Cardoso Lemos Martins,3,MID,Leicester,26,5500000,17523,SOU (A),2,68,0,0,0,1,0,0,0,0,0,0,0,70.0,0,0.07,0.02,1.36,0,2.41,0.41
2929,104,Pascal,Groß,Groß,Pascal Groß,3,MID,Brighton,5,5800000,1724176,FUL (A),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.07,0.02,0.68,0,2.41,0.41
9620,345,Anthony,Martial,Martial,Anthony Martial,4,FWD,Man Utd,29,6300000,210950,NEW (A) / BRE (H),2,47,0,0,0,2,0,0,0,0,0,0,0,50.0,0,0.08,0.03,1.84,0,2.41,0.41
16654,594,Alexander,Isak,Isak,Alexander Isak,4,FWD,Newcastle,23,6600000,162978,BOU (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.08,0.03,1.83,0,2.41,0.41
3964,142,Mason,Mount,Mount,Mason Mount,3,MID,Chelsea,15,7600000,903001,ARS (H),2,77,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.04,0.07,2.25,0,2.41,0.41
13159,469,Pablo,Fornals,Fornals Malla,Pablo Fornals Malla,3,MID,West Ham,20,5000000,43905,WOL (A),2,75,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.02,0.1,0.69,0,2.4,0.4
1861,66,Dominic,Solanke,Solanke,Dominic Solanke,4,FWD,Bournemouth,8,5700000,50048,NEW (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.1,0.0,1.92,0,2.4,0.4
11431,409,Kyle,Walker-Peters,Walker-Peters,Kyle Walker-Peters,2,DEF,Southampton,19,4400000,79277,NFO (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.02,0.09,1.37,0,2.39,0.39
13110,467,Declan,Rice,Rice,Declan Rice,3,MID,West Ham,27,4700000,356218,AVL (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.13,1.58,0,2.39,0.39
1281,46,Douglas Luiz,Douglas Luiz,Soares de Paulo,Douglas Luiz Soares de Paulo,3,MID,Aston Villa,6,4800000,44727,MCI (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.13,2.1,0,2.39,0.39
1478,53,Boubacar,Kamara,Kamara,Boubacar Kamara,3,MID,Aston Villa,1,5000000,12140,BOU (A),2,81,0,0,0,2,0,0,0,0,0,0,0,80.0,0,0.03,0.08,0.59,0,2.39,0.39
12462,445,Emerson,Emerson Royal,Leite de Souza Junior,Emerson Leite de Souza Junior,2,DEF,Spurs,5,5000000,456143,WHU (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.01,1.24,0,2.39,0.39
14197,506,Tyler,Adams,Adams,Tyler Adams,3,MID,Leeds,6,5000000,20572,BRE (A),2,90,0,0,0,5,0,0,0,0,0,0,0,90.0,0,0.0,0.13,2.43,0,2.39,0.39
15012,534,Dwight,McNeil,McNeil,Dwight McNeil,3,MID,Everton,29,5100000,23364,TOT (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.13,1.48,0,2.39,0.39
8774,313,Oleksandr,Zinchenko,Zinchenko,Oleksandr Zinchenko,2,DEF,Arsenal,29,5200000,1593785,LEE (H),2,85,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.05,0.03,0.78,0,2.39,0.39
5287,189,Demarai,Gray,Gray,Demarai Gray,3,MID,Everton,12,5500000,84357,NEW (A),2,78,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.0,0.13,0.95,0,2.39,0.39
17132,614,Willian,Willian,Borges da Silva,Willian Borges da Silva,3,MID,Fulham,21,5500000,28559,TOT (H),2,86,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.03,0.9,0,2.39,0.39
9867,354,Chris,Wood,Wood,Chris Wood,4,FWD,Nott'm Forest,26,5600000,83600,EVE (H),2,70,0,0,0,2,0,0,0,0,0,0,0,70.0,0,0.06,0.05,1.7,0,2.39,0.39
16873,603,Lucas,Paquetá,Tolentino Coelho de Lima,Lucas Tolentino Coelho de Lima,3,MID,West Ham,20,5900000,67312,WOL (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.03,0.08,0.84,0,2.39,0.39
10256,368,Allan,Saint-Maximin,Saint-Maximin,Allan Saint-Maximin,3,MID,Newcastle,23,6100000,351607,BOU (A),2,83,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.06,0.03,1.47,0,2.39,0.39
7974,284,Andrew,Robertson,Robertson,Andrew Robertson,2,DEF,Liverpool,15,6700000,421034,TOT (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.13,1.21,0,2.39,0.39
816,30,Danny,Ings,Ings,Danny Ings,4,FWD,West Ham,4,6900000,177396,WHU (H),2,77,0,0,0,1,0,0,0,0,0,0,0,80.0,1,0.09,0.01,0.48,0,2.39,0.39
4051,145,Kai,Havertz,Havertz,Kai Havertz,4,FWD,Chelsea,18,7800000,548592,NFO (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.09,0.01,1.2,0,2.39,0.39
8785,314,Phil,Foden,Foden,Phil Foden,3,MID,Man City,11,8200000,2154425,LIV (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.13,2.07,0,2.39,0.39
13098,467,Declan,Rice,Rice,Declan Rice,3,MID,West Ham,15,4800000,431264,CRY (H),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.04,0.06,1.02,0,2.38,0.38
3012,107,Solly,March,March,Solly March,3,MID,Brighton,10,5000000,53388,TOT (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.04,0.06,0.79,0,2.38,0.38
6164,220,João,Palhinha,Palhinha Gonçalves,João Palhinha Gonçalves,3,MID,Fulham,11,5000000,32407,BOU (H),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.07,0.01,1.05,0,2.38,0.38
6166,220,João,Palhinha,Palhinha Gonçalves,João Palhinha Gonçalves,3,MID,Fulham,13,5000000,31450,LEE (A),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.07,0.01,1.71,0,2.38,0.38
13479,480,Rúben,Neves,da Silva Neves,Rúben da Silva Neves,3,MID,Wolves,26,5500000,340617,TOT (H),2,90,0,0,1,0,0,0,0,1,0,0,0,90.0,0,0.07,0.01,1.34,0,2.38,0.38
13860,493,Morgan,Gibbs-White,Gibbs-White,Morgan Gibbs-White,3,MID,Nott'm Forest,30,5500000,67217,AVL (A),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.07,0.01,1.37,0,2.38,0.38
7415,264,Harvey,Barnes,Barnes,Harvey Barnes,3,MID,Leicester,14,6900000,172956,MCI (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.07,0.01,1.03,0,2.38,0.38
1018,37,John,McGinn,McGinn,John McGinn,3,MID,Aston Villa,4,5400000,117721,WHU (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.05,0.04,0.56,0,2.37,0.37
3257,116,Alexis,Mac Allister,Mac Allister,Alexis Mac Allister,3,MID,Brighton,14,5500000,501289,CHE (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.02,0.09,1.36,0,2.37,0.37
4133,148,Conor,Gallagher,Gallagher,Conor Gallagher,3,MID,Chelsea,16,5700000,60674,NEW (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.05,0.04,1.03,0,2.37,0.37
12515,446,Dejan,Kulusevski,Kulusevski,Dejan Kulusevski,3,MID,Spurs,30,7800000,436568,BHA (H),2,77,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.05,0.04,1.12,0,2.37,0.37
5903,211,Harrison,Reed,Reed,Harrison Reed,3,MID,Fulham,1,4500000,33105,LIV (H),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.06,0.02,1.23,0,2.36,0.36
8979,321,Roméo,Lavia,Lavia,Roméo Lavia,3,MID,Southampton,16,4500000,23492,LIV (A),2,81,0,0,0,3,0,0,0,0,0,0,0,80.0,0,0.0,0.12,1.66,0,2.36,0.36
18800,727,Harry,Souttar,Souttar,Harry Souttar,2,DEF,Leicester,28,4500000,6592,BRE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.0,0.64,0,2.36,0.36
12812,457,Aaron,Cresswell,Cresswell,Aaron Cresswell,2,DEF,West Ham,10,4800000,250600,FUL (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.12,0.7,0,2.36,0.36
16203,577,Amadou,Onana,Onana,Amadou Onana,3,MID,Everton,16,4800000,17181,BOU (A),2,74,0,0,0,3,0,0,0,0,0,0,0,70.0,0,0.06,0.02,2.25,0,2.36,0.36
2847,101,Adam,Lallana,Lallana,Adam Lallana,3,MID,Brighton,1,5000000,10196,MUN (A),2,75,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.0,0.12,1.25,0,2.36,0.36
16295,580,Mikkel,Damsgaard,Damsgaard,Mikkel Damsgaard,3,MID,Brentford,26,5000000,7148,FUL (H),2,75,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.0,0.12,1.13,0,2.36,0.36
2487,88,Mathias,Jensen,Jensen,Mathias Jensen,3,MID,Brentford,5,5100000,313804,CRY (A),2,78,0,0,0,1,0,0,0,0,0,0,0,80.0,0,0.0,0.12,0.95,0,2.36,0.36
1746,62,Kieffer,Moore,Moore,Kieffer Moore,4,FWD,Bournemouth,9,5500000,77116,BRE (H),2,71,0,0,1,0,0,0,0,0,0,0,0,70.0,1,0.0,0.12,0.4,0,2.36,0.36
10430,374,Bruno,Bruno Guimarães,Guimarães Rodriguez Moura,Bruno Guimarães Rodriguez Moura,3,MID,Newcastle,30,5500000,321450,BRE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.03,0.07,2.65,0,2.36,0.36
13857,493,Morgan,Gibbs-White,Gibbs-White,Morgan Gibbs-White,3,MID,Nott'm Forest,27,5500000,49736,TOT (A),2,90,0,0,0,3,0,0,0,0,0,0,0,90.0,0,0.0,0.12,2.05,0,2.36,0.36
2939,104,Pascal,Groß,Groß,Pascal Groß,3,MID,Brighton,17,5600000,1364867,SOU (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.12,1.91,0,2.36,0.36
5204,186,Alex,Iwobi,Iwobi,Alex Iwobi,3,MID,Everton,16,5600000,196954,BOU (A),2,90,0,0,0,3,0,0,0,0,0,0,0,90.0,0,0.03,0.07,2.45,0,2.36,0.36
6546,233,Jack,Harrison,Harrison,Jack Harrison,3,MID,Leeds,30,5700000,329194,CRY (H),2,90,0,0,0,5,0,0,0,0,0,0,0,90.0,0,0.06,0.02,3.03,0,2.36,0.36
2685,95,Bryan,Mbeumo,Mbeumo,Bryan Mbeumo,4,FWD,Brentford,8,6000000,188306,ARS (H),2,75,0,0,0,3,0,0,0,0,0,0,0,80.0,0,0.09,0.0,1.35,0,2.36,0.36
11384,407,James,Ward-Prowse,Ward-Prowse,James Ward-Prowse,3,MID,Southampton,30,6300000,649248,MCI (H),2,90,0,0,0,4,0,0,0,0,0,0,0,90.0,0,0.0,0.12,2.64,0,2.36,0.36
7858,280,Virgil,Van Dijk,van Dijk,Virgil van Dijk,2,DEF,Liverpool,5,6500000,1383330,NEW (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.05,0.02,0.72,0,2.36,0.36
7431,264,Harvey,Barnes,Barnes,Harvey Barnes,3,MID,Leicester,30,6700000,279435,BOU (H),2,71,0,0,0,1,0,0,0,0,0,0,0,70.0,0,0.06,0.02,2.05,0,2.36,0.36
7942,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,Liverpool,10,12700000,3017511,ARS (A),2,68,0,0,0,2,0,0,0,0,0,0,0,70.0,0,0.06,0.02,1.88,0,2.36,0.36
7952,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,Liverpool,20,12900000,3309325,BHA (A),2,90,0,0,0,3,0,0,0,0,0,0,0,90.0,0,0.03,0.07,2.24,0,2.36,0.36
6522,233,Jack,Harrison,Harrison,Jack Harrison,3,MID,Leeds,4,6000000,373863,BHA (A),2,73,0,0,0,1,0,0,0,0,0,0,0,70.0,0,0.04,0.05,2.02,0,2.35,0.35
18325,680,Cody,Gakpo,Gakpo,Cody Gakpo,3,MID,Liverpool,22,7800000,90055,WOL (A),2,84,0,0,0,3,0,0,0,0,0,0,0,80.0,0,0.04,0.05,1.54,0,2.35,0.35
16215,577,Amadou,Onana,Onana,Amadou Onana,3,MID,Everton,28,4800000,19246,CHE (A),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.05,0.03,2.37,0,2.34,0.34
8244,294,Harvey,Elliott,Elliott,Harvey Elliott,3,MID,Liverpool,15,5000000,93811,TOT (A),2,73,0,0,0,1,0,0,0,0,0,0,0,70.0,0,0.05,0.03,0.75,0,2.34,0.34
12112,433,Pierre-Emile,Højbjerg,Højbjerg,Pierre-Emile Højbjerg,3,MID,Spurs,3,5500000,165963,WOL (H),2,90,0,0,1,0,0,0,0,1,0,0,0,90.0,0,0.05,0.03,0.71,0,2.34,0.34
6302,225,Rodrigo,Rodrigo,Moreno,Rodrigo Moreno,3,MID,Leeds,10,6300000,670972,CRY (A),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.02,0.08,1.08,0,2.34,0.34
765,28,Gabriel,Jesus,Fernando de Jesus,Gabriel Fernando de Jesus,4,FWD,Arsenal,11,8000000,7324047,LEE (A),2,81,0,0,1,0,0,0,0,0,0,0,0,80.0,0,0.07,0.02,1.72,0,2.34,0.34
11957,427,Harry,Kane,Kane,Harry Kane,4,FWD,Spurs,23,11800000,4242381,LEI (A),2,90,0,0,0,4,0,0,0,0,0,0,0,90.0,0,0.07,0.02,1.54,0,2.34,0.34
7531,268,James,Justin,Justin,James Justin,2,DEF,Leicester,14,4300000,223016,MCI (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.05,0.01,1.03,0,2.33,0.33
7255,258,Timothy,Castagne,Castagne,Timothy Castagne,2,DEF,Leicester,28,4400000,666883,BRE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.05,0.01,0.64,0,2.33,0.33
11433,409,Kyle,Walker-Peters,Walker-Peters,Kyle Walker-Peters,2,DEF,Southampton,21,4400000,82949,AVL (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.11,1.42,0,2.33,0.33
6439,230,Robin,Koch,Koch,Robin Koch,2,DEF,Leeds,5,4500000,17196,EVE (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.04,0.03,1.0,0,2.33,0.33
18537,698,Mario,Lemina,Lemina,Mario Lemina,3,MID,Wolves,30,4500000,828,CHE (H),2,73,0,0,1,0,0,0,0,1,0,0,0,70.0,0,0.06,0.01,0.86,0,2.33,0.33
1206,43,Matty,Cash,Cash,Matty Cash,2,DEF,Aston Villa,19,4600000,412471,WOL (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.02,0.07,0.85,0,2.33,0.33
902,33,Lucas,Digne,Digne,Lucas Digne,2,DEF,Aston Villa,4,4800000,251926,WHU (H),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.11,0.56,0,2.33,0.33
8257,294,Harvey,Elliott,Elliott,Harvey Elliott,3,MID,Liverpool,29,4800000,133352,MCI (A) / CHE (A),2,69,0,0,0,3,0,0,0,0,0,0,0,70.0,0,0.06,0.01,2.28,0,2.33,0.33
1900,67,Lewis,Cook,Cook,Lewis Cook,3,MID,Bournemouth,18,4900000,8037,CRY (H),2,79,0,0,0,2,0,0,0,0,0,0,0,80.0,0,0.06,0.01,0.88,0,2.33,0.33
3685,132,Mateo,Kovacic,Kovacic,Mateo Kovacic,3,MID,Chelsea,16,4900000,36726,NEW (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.06,0.01,1.03,0,2.33,0.33
9432,338,Scott,McTominay,McTominay,Scott McTominay,3,MID,Man Utd,21,4900000,18534,ARS (A),2,90,0,0,0,3,0,0,0,0,0,0,0,90.0,0,0.06,0.01,2.93,0,2.33,0.33
3370,120,Moisés,Caicedo,Caicedo Corozo,Moisés Caicedo Corozo,3,MID,Brighton,23,5000000,32171,CRY (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.11,0.89,0,2.33,0.33
11299,405,Stuart,S.Armstrong,Armstrong,Stuart Armstrong,3,MID,Southampton,2,5000000,10063,LEE (H),2,60,0,0,0,2,0,0,0,0,0,0,0,60.0,0,0.2,0.11,1.87,0,2.33,0.33
9252,331,Frederico,Fred,Rodrigues de Paula Santos,Frederico Rodrigues de Paula Santos,3,MID,Man Utd,23,5100000,50030,LEE (A),2,90,0,0,1,0,0,0,0,1,0,0,0,90.0,0,0.03,0.06,1.83,0,2.33,0.33
4773,171,Michael,Olise,Olise,Michael Olise,3,MID,Crystal Palace,16,5400000,29747,NFO (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.0,0.11,1.14,0,2.33,0.33
6906,246,Brenden,Aaronson,Aaronson,Brenden Aaronson,3,MID,Leeds,26,5400000,74069,CHE (A),2,67,0,0,0,1,0,0,0,0,0,0,0,70.0,0,0.06,0.01,1.5,0,2.33,0.33
8464,302,John,Stones,Stones,John Stones,2,DEF,Man City,17,5400000,183231,LEE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.05,0.01,0.59,0,2.33,0.33
4137,148,Conor,Gallagher,Gallagher,Conor Gallagher,3,MID,Chelsea,20,5700000,54491,CRY (H),2,90,0,0,1,0,0,0,0,1,0,0,0,90.0,0,0.0,0.11,0.58,0,2.33,0.33
8741,312,Rúben,Dias,Gato Alves Dias,Rúben Gato Alves Dias,2,DEF,Man City,23,5900000,1310918,AVL (H) / ARS (A),2,135,0,0,0,1,0,0,0,1,0,0,0,135.0,0,0.05,0.01,1.74,0,2.33,0.33
11379,407,James,Ward-Prowse,Ward-Prowse,James Ward-Prowse,3,MID,Southampton,25,6200000,697666,LEE (A),2,90,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0.03,0.06,0.86,0,2.33,0.33
6309,225,Rodrigo,Rodrigo,Moreno,Rodrigo Moreno,3,MID,Leeds,17,6300000,694064,MCI (H),2,71,0,0,0,3,0,0,0,0,0,0,0,70.0,0,0.0,0.11,3.38,0,2.33,0.33
7273,259,Youri,Tielemans,Tielemans,Youri Tielemans,3,MID,Leicester,17,6300000,181218,NEW (H),2,90,0,0,0,3,0,0,0,0,0,0,0,90.0,0,0.0,0.11,1.9,0,2.33,0.33
4460,160,Wilfried,Zaha,Zaha,Wilfried Zaha,3,MID,Crystal Palace,9,7300000,1807711,CHE (H),2,90,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.06,0.01,1.14,0,2.33,0.33
9466,340,Jadon,Sancho,Sancho,Jadon Sancho,3,MID,Man Utd,1,7500000,817327,BHA (H),2,89,0,0,0,2,0,0,0,0,0,0,0,90.0,0,0.0,0.11,1.5,0,2.33,0.33
12508,446,Dejan,Kulusevski,Kulusevski,Dejan Kulusevski,3,MID,Spurs,23,7900000,463649,LEI (A),2,78,0,0,0,3,0,0,0,0,0,0,0,80.0,0,0.06,0.01,1.41,0,2.33,0.33
