,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,expected_fpl_points
475,19,Gabriel,Martinelli,Martinelli Silva,Gabriel Martinelli Silva,3,MID,ARS,10,6600000,4811880,LIV (H),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.5,0.65,1.13,6.45
7953,306,João,Cancelo,Cancelo,João Cancelo,2,DEF,MCI,5,7100000,4427428,NFO (H),12,67,1,0,1,0,0,0,0,0,0,0,0,70.0,1,0.05,0.05,0.37,6.45
2110,80,Ivan,Toney,Toney,Ivan Toney,4,FWD,BRE,11,7300000,2518602,BHA (H),12,90,2,0,1,0,0,0,0,1,0,0,3,90.0,0,1.02,0.08,1.95,6.32
2511,95,Bryan,Mbeumo,Mbeumo,Bryan Mbeumo,4,FWD,BRE,22,5800000,331462,SOU (H),12,81,1,1,1,0,0,0,0,0,0,0,3,80.0,0,0.75,0.41,0.56,6.23
2508,95,Bryan,Mbeumo,Mbeumo,Bryan Mbeumo,4,FWD,BRE,19,5800000,190798,LIV (H),12,87,1,1,0,1,0,0,0,0,0,0,3,90.0,0,1.02,0.04,1.9,6.2
1129,43,Matty,Cash,Cash,Matty Cash,2,DEF,AVL,26,4600000,396635,CRY (H),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,1,0.0,0.0,0.17,6.0
7746,297,Darwin,Darwin,Núñez Ribeiro,Darwin Núñez Ribeiro,4,FWD,LIV,26,8800000,1183483,MUN (H),12,77,2,0,1,0,0,0,0,0,0,0,2,80.0,0,0.92,0.03,0.88,5.77
8641,333,Bruno,Fernandes,Borges Fernandes,Bruno Borges Fernandes,3,MID,MUN,24,9900000,1277091,LEI (H),12,90,0,2,1,0,0,0,0,0,0,0,3,90.0,0,0.1,1.06,1.42,5.68
2117,80,Ivan,Toney,Toney,Ivan Toney,4,FWD,BRE,18,7500000,2743492,WHU (A),12,90,1,1,1,0,0,0,0,0,0,0,3,90.0,0,0.73,0.18,1.21,5.46
3762,145,Kai,Havertz,Havertz,Kai Havertz,4,FWD,CHE,17,7700000,377560,BOU (H),12,90,1,1,1,0,0,0,0,0,0,0,3,90.0,0,0.82,0.06,0.53,5.46
8279,319,Julián,Álvarez,Álvarez,Julián Álvarez,4,FWD,MCI,5,6200000,137602,NFO (H),12,90,2,0,1,0,0,0,0,0,0,0,2,90.0,0,0.68,0.17,0.66,5.23
52,3,Granit,Xhaka,Xhaka,Granit Xhaka,3,MID,ARS,2,5000000,65418,LEI (H),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,1,0.38,0.1,0.46,5.2
9539,369,Miguel,Almirón,Almirón Rejala,Miguel Almirón Rejala,3,MID,NEW,14,5500000,2097505,AVL (H),12,85,1,1,1,0,0,0,0,0,0,0,1,80.0,1,0.34,0.09,0.37,4.97
2348,89,Yoane,Wissa,Wissa,Yoane Wissa,3,MID,BRE,15,5400000,21461,NFO (A),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.54,0.02,1.48,4.76
4148,160,Wilfried,Zaha,Zaha,Wilfried Zaha,3,MID,CRY,15,7500000,2105156,WHU (A),12,90,1,1,0,1,0,0,0,0,0,0,2,90.0,1,0.27,0.09,0.26,4.62
7277,279,Roberto,Firmino,Firmino,Roberto Firmino,4,FWD,LIV,9,7900000,295837,BHA (H),12,74,2,0,0,2,0,0,0,0,0,0,2,70.0,0,0.62,0.03,1.06,4.57
7371,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,LIV,1,13000000,4848340,FUL (A),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.38,0.2,1.25,4.5
6844,262,Kelechi,Iheanacho,Iheanacho,Kelechi Iheanacho,4,FWD,LEI,23,6100000,57706,TOT (H),12,76,1,1,0,1,0,0,0,0,0,0,3,80.0,0,0.38,0.18,1.17,4.06
2897,111,Leandro,Trossard,Trossard,Leandro Trossard,3,MID,ARS,6,6500000,317447,LEI (H),12,88,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.23,0.29,1.45,4.02
11441,440,Rodrigo,Bentancur,Bentancur,Rodrigo Bentancur,3,MID,TOT,8,5400000,28865,LEI (H),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.39,0.02,1.77,4.01
7343,281,Alisson,Alisson,Ramses Becker,Alisson Ramses Becker,1,GK,LIV,25,5400000,3773768,CRY (A) / WOL (H),12,180,0,0,2,0,0,0,0,0,0,1,0,180.0,0,0.0,0.0,1.53,4.0
3677,142,Mason,Mount,Mount,Mason Mount,3,MID,CHE,10,7600000,357292,WOL (H),12,71,0,2,1,0,0,0,0,0,0,0,3,70.0,0,0.13,0.43,1.04,3.94
11653,448,Ivan,Perišić,Perišić,Ivan Perišić,2,DEF,TOT,3,5400000,1550856,WOL (H),12,75,0,1,1,0,0,0,0,0,0,0,3,80.0,0,0.0,0.59,0.68,3.77
1023,39,Tyrone,Mings,Mings,Tyrone Mings,2,DEF,AVL,28,4300000,549412,BOU (H),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.27,0.0,0.59,3.62
1734,66,Dominic,Solanke,Solanke,Dominic Solanke,4,FWD,BOU,11,5700000,212134,FUL (A),12,88,1,1,0,2,0,0,0,0,0,0,3,90.0,0,0.34,0.07,2.08,3.57
1177,45,Leon,Bailey,Bailey,Leon Bailey,3,MID,AVL,20,4500000,427978,LEE (H),12,90,1,1,0,1,0,0,0,0,0,0,2,90.0,0,0.28,0.0,2.38,3.4
8124,313,Oleksandr,Zinchenko,Zinchenko,Oleksandr Zinchenko,2,DEF,ARS,1,5000000,1170032,CRY (A),12,82,0,1,1,0,0,0,0,0,0,0,3,80.0,0,0.03,0.35,1.21,3.23
10654,411,Che,Adams,Adams,Che Adams,4,FWD,SOU,3,6400000,48946,LEI (A),12,31,2,0,0,0,0,0,0,0,0,0,3,30.0,0,0.47,0.0,0.0,2.88
4435,171,Michael,Olise,Olise,Michael Olise,3,MID,CRY,18,5400000,27473,BOU (A),12,87,0,2,1,0,0,0,0,0,0,0,3,90.0,0,0.03,0.2,0.56,2.75
1730,66,Dominic,Solanke,Solanke,Dominic Solanke,4,FWD,BOU,6,5700000,37831,NFO (A),12,90,1,1,0,2,0,0,0,0,0,0,3,90.0,0,0.07,0.13,1.9,2.67
4831,186,Alex,Iwobi,Iwobi,Alex Iwobi,3,MID,EVE,13,5500000,81274,CRY (H),12,90,0,2,1,0,0,0,0,0,0,0,3,90.0,0,0.02,0.16,0.95,2.58
9228,357,Kieran,Trippier,Trippier,Kieran Trippier,2,DEF,NEW,15,5900000,6864281,SOU (A),12,79,0,1,1,0,0,0,0,0,0,0,3,80.0,0,0.0,0.17,1.21,2.51
11964,459,Craig,Dawson,Dawson,Craig Dawson,2,DEF,WOL,22,4800000,19340,LIV (H),12,90,1,0,1,0,0,0,0,1,0,0,1,90.0,0,0.25,0.0,1.91,2.5
9230,357,Kieran,Trippier,Trippier,Kieran Trippier,2,DEF,NEW,17,5900000,7227104,LEI (A),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.16,0.52,2.48
1914,73,Lloyd,Kelly,Kelly,Lloyd Kelly,2,DEF,BOU,1,4500000,8029,AVL (H),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.09,0.66,2.27
966,37,John,McGinn,McGinn,John McGinn,3,MID,AVL,25,5100000,54209,EVE (A),12,90,0,2,1,0,0,0,0,0,0,0,3,90.0,0,0.02,0.03,1.71,2.19
9714,376,Nick,Pope,Pope,Nick Pope,1,GK,NEW,6,5000000,754807,CRY (H),12,90,0,0,1,0,0,0,0,0,0,9,3,90.0,0,0.0,0.0,1.01,2.0
7442,285,Trent,Alexander-Arnold,Alexander-Arnold,Trent Alexander-Arnold,2,DEF,LIV,24,7300000,1821487,NEW (A),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.33,2.05,1.99
6726,258,Timothy,Castagne,Castagne,Timothy Castagne,2,DEF,LEI,13,4500000,438169,WOL (A),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.19,2.12,1.57
8616,332,Luke,Shaw,Shaw,Luke Shaw,2,DEF,MUN,23,5300000,2996755,LEE (A),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.11,1.83,1.33
9227,357,Kieran,Trippier,Trippier,Kieran Trippier,2,DEF,NEW,14,5800000,6588057,AVL (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,1,0.0,1.29,0.37,9.87
7393,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,LIV,25,12700000,7408780,CRY (A) / WOL (H),11,180,1,0,2,0,0,0,0,0,0,0,0,180.0,0,0.9,0.45,1.53,9.85
177,7,Martin,Ødegaard,Ødegaard,Martin Ødegaard,3,MID,ARS,25,7000000,8842172,LEI (A) / EVE (H),11,173,1,0,2,0,0,0,0,0,0,0,0,170.0,1,0.55,0.19,1.38,8.32
7391,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,LIV,23,12700000,2419880,EVE (H),11,89,1,0,1,0,0,0,0,0,0,0,3,90.0,1,0.84,0.03,0.28,7.29
1212,46,Douglas Luiz,Douglas Luiz,Soares de Paulo,Douglas Luiz Soares de Paulo,3,MID,AVL,28,4800000,50954,BOU (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.85,0.29,0.59,7.12
1025,40,Ollie,Watkins,Watkins,Ollie Watkins,4,FWD,AVL,2,7400000,257270,EVE (H),11,90,0,2,0,1,0,0,0,0,0,0,3,90.0,0,0.56,0.85,1.58,6.79
11615,446,Dejan,Kulusevski,Kulusevski,Dejan Kulusevski,3,MID,TOT,20,7900000,920606,ARS (H) / MCI (A),11,177,1,0,0,6,0,0,0,0,0,0,2,180.0,0,0.21,0.51,4.11,6.58
6079,233,Jack,Harrison,Harrison,Jack Harrison,3,MID,LEE,27,5700000,176148,BHA (H),11,90,1,1,0,2,1,0,0,0,0,0,3,90.0,0,0.86,0.09,1.63,6.57
4889,188,Yerry,Mina,Mina,Yerry Mina,2,DEF,EVE,17,4300000,6477,WOL (H),11,75,1,0,0,1,0,0,0,0,0,0,3,80.0,1,0.09,0.0,0.48,6.54
7950,306,João,Cancelo,Cancelo,João Cancelo,2,DEF,MCI,2,7000000,4003992,BOU (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,1,0.04,0.07,0.13,6.45
11241,432,Ben,Davies,Davies,Ben Davies,2,DEF,TOT,24,4800000,127629,WHU (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,1,0.03,0.06,0.48,6.36
14035,538,Ashley,Young,Young,Ashley Young,2,DEF,AVL,10,4400000,29927,NFO (A),11,90,1,0,0,1,0,0,0,0,0,0,3,90.0,1,0.04,0.03,0.31,6.33
3018,116,Alexis,Mac Allister,Mac Allister,Alexis Mac Allister,3,MID,BHA,3,5500000,16833,WHU (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.82,0.03,0.89,6.19
16010,619,Wilfried,Gnonto,Gnonto,Wilfried Gnonto,4,FWD,LEE,22,5000000,347590,NFO (A) / MUN (A),11,179,1,0,0,3,0,0,0,0,0,0,3,180.0,1,0.12,0.54,2.2,6.1
12862,493,Morgan,Gibbs-White,Gibbs-White,Morgan Gibbs-White,3,MID,NFO,16,5500000,35834,CRY (H),11,85,1,0,1,0,0,0,0,0,0,0,3,80.0,0,0.67,0.23,0.98,6.04
3358,130,Jorge Luiz,Jorginho,Frello Filho,Jorge Luiz Frello Filho,3,MID,ARS,1,6000000,114916,EVE (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.79,0.03,0.67,6.04
8297,319,Julián,Álvarez,Álvarez,Julián Álvarez,4,FWD,MCI,25,6000000,195022,BOU (A),11,90,1,1,0,1,0,0,0,0,0,0,2,90.0,0,0.82,0.21,1.35,5.91
12517,480,Rúben,Neves,da Silva Neves,Rúben da Silva Neves,3,MID,WOL,22,5400000,154192,LIV (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.65,0.11,1.91,5.58
8158,314,Phil,Foden,Foden,Phil Foden,3,MID,MCI,10,8100000,1570203,SOU (H),11,57,1,1,0,0,0,0,0,0,0,0,2,60.0,0,0.77,0.21,0.05,5.48
1202,46,Douglas Luiz,Douglas Luiz,Soares de Paulo,Douglas Luiz Soares de Paulo,3,MID,AVL,18,4800000,43236,TOT (A),11,81,1,0,1,0,0,0,0,0,0,0,3,80.0,1,0.46,0.03,0.4,5.39
6809,261,James,Maddison,Maddison,James Maddison,3,MID,LEI,15,8200000,968574,EVE (A),11,90,0,2,1,0,0,0,0,0,0,0,2,90.0,0,0.46,0.35,1.24,5.35
4437,171,Michael,Olise,Olise,Michael Olise,3,MID,CRY,20,5400000,101550,CHE (A) / MUN (H),11,180,1,0,0,2,0,0,0,0,0,0,2,180.0,0,0.09,0.25,3.74,5.2
2816,107,Solly,March,March,Solly March,3,MID,BHA,27,5100000,2210574,LEE (A) / CRY (H),11,180,1,0,1,2,0,0,0,0,0,0,1,180.0,0,0.13,0.14,2.69,5.07
15509,596,Evan,Ferguson,Ferguson,Evan Ferguson,4,FWD,BHA,19,4500000,35667,EVE (A),11,70,1,1,1,0,0,0,0,1,0,0,3,70.0,1,0.74,0.02,0.49,5.02
6817,261,James,Maddison,Maddison,James Maddison,3,MID,LEI,23,8000000,416866,TOT (H),11,87,1,1,0,1,0,0,0,1,0,0,2,90.0,0,0.55,0.09,1.17,5.02
3227,124,Kaoru,Mitoma,Mitoma,Kaoru Mitoma,3,MID,BHA,22,5100000,972691,BOU (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.26,0.54,1.34,4.92
8173,314,Phil,Foden,Foden,Phil Foden,3,MID,MCI,26,8000000,1068132,NEW (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,1,0.34,0.07,0.43,4.91
2722,104,Pascal,Groß,Groß,Pascal Groß,3,MID,BHA,4,5700000,969426,LEE (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.39,0.31,1.84,4.88
2809,107,Solly,March,March,Solly March,3,MID,BHA,19,5000000,74868,EVE (A),11,78,1,0,1,0,0,0,0,0,0,0,3,80.0,1,0.28,0.14,0.49,4.82
10381,400,Theo,Walcott,Walcott,Theo Walcott,3,MID,SOU,28,4800000,3402,TOT (H),11,90,1,1,0,3,0,0,0,0,0,0,1,90.0,0,0.22,0.54,2.26,4.72
7071,271,Patson,Daka,Daka,Patson Daka,4,FWD,LEI,6,5700000,71351,BHA (A),11,90,1,1,0,5,0,0,0,0,0,0,2,90.0,0,0.45,0.3,2.76,4.7
169,7,Martin,Ødegaard,Ødegaard,Martin Ødegaard,3,MID,ARS,17,6400000,1836698,WHU (H),11,90,0,2,0,1,0,0,0,0,0,0,3,90.0,0,0.38,0.26,1.07,4.68
8629,333,Bruno,Fernandes,Borges Fernandes,Bruno Borges Fernandes,3,MID,MUN,12,9800000,229432,TOT (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.21,0.53,0.61,4.64
1044,40,Ollie,Watkins,Watkins,Ollie Watkins,4,FWD,AVL,22,7100000,277063,LEI (H),11,90,1,1,0,4,0,0,0,0,0,0,2,90.0,0,0.61,0.04,2.25,4.56
7834,301,Kevin,De Bruyne,De Bruyne,Kevin De Bruyne,3,MID,MCI,14,12400000,3445779,LEI (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.21,0.4,0.71,4.25
11098,427,Harry,Kane,Kane,Harry Kane,4,FWD,TOT,16,11600000,2825707,LEE (H),11,90,1,1,0,3,0,0,0,0,0,0,2,90.0,0,0.43,0.04,1.1,3.84
9645,373,Joe,Willock,Willock,Joe Willock,3,MID,NEW,16,4900000,56608,CHE (H),11,84,1,0,1,0,0,0,0,0,0,0,3,80.0,1,0.15,0.02,0.3,3.81
1096,42,Emiliano,Buendía,Buendía Stati,Emiliano Buendía Stati,3,MID,AVL,20,5700000,46302,LEE (H),11,80,1,0,1,0,0,0,0,0,0,0,3,80.0,0,0.3,0.0,1.98,3.5
12583,483,Daniel,Podence,Castelo Podence,Daniel Castelo Podence,3,MID,WOL,6,5500000,105177,SOU (H),11,81,1,0,1,0,0,0,0,0,0,0,3,80.0,0,0.21,0.14,1.09,3.47
10824,417,Romain,Perraud,Perraud,Romain Perraud,2,DEF,SOU,12,4400000,15175,BOU (A),11,87,0,1,1,0,0,0,0,1,0,0,3,90.0,0,0.05,0.37,0.98,3.41
12208,469,Pablo,Fornals,Fornals Malla,Pablo Fornals Malla,3,MID,WHU,4,5400000,88066,AVL (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,1,0.05,0.02,0.49,3.31
13722,526,Ben,Mee,Mee,Ben Mee,2,DEF,BRE,14,4500000,445506,WOL (H),11,90,1,0,0,1,0,0,0,0,0,0,3,90.0,0,0.19,0.05,0.61,3.29
2251,85,Rico,Henry,Henry,Rico Henry,2,DEF,BRE,22,4500000,117046,SOU (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,0,0.03,0.36,0.63,3.26
6755,259,Youri,Tielemans,Tielemans,Youri Tielemans,3,MID,LEI,15,6300000,161613,EVE (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.05,0.3,1.24,3.15
4405,170,Tyrick,Mitchell,Mitchell,Tyrick Mitchell,2,DEF,CRY,14,4500000,94769,SOU (H),11,90,0,1,1,0,0,0,0,1,0,0,3,90.0,0,0.0,0.35,1.32,3.05
2694,102,Jason,Steele,Steele,Jason Steele,1,GK,BHA,27,3900000,235788,LEE (A) / CRY (H),11,180,0,0,1,2,0,0,0,0,0,5,3,180.0,0,0.0,0.0,2.74,3.0
7618,292,Konstantinos,Tsimikas,Tsimikas,Konstantinos Tsimikas,2,DEF,LIV,25,4400000,55794,CRY (A) / WOL (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,0,0.0,0.33,0.93,2.99
13944,534,Dwight,McNeil,McNeil,Dwight McNeil,3,MID,EVE,27,5100000,29899,BRE (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.1,0.12,2.1,2.86
8839,342,Diogo,Dalot,Dalot Teixeira,Diogo Dalot Teixeira,2,DEF,MUN,4,4400000,243300,SOU (A),11,90,0,1,1,0,0,0,0,1,0,0,3,90.0,0,0.0,0.28,1.45,2.84
5047,194,Vitalii,Mykolenko,Mykolenko,Vitalii Mykolenko,2,DEF,EVE,13,4500000,60343,CRY (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,0,0.12,0.02,0.95,2.78
12016,461,Kurt,Zouma,Zouma,Kurt Zouma,2,DEF,WHU,21,4400000,123849,EVE (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,0,0.06,0.0,0.67,2.36
6631,254,Danny,Ward,Ward,Danny Ward,1,GK,LEI,26,4000000,2901227,SOU (A),11,90,0,0,0,1,0,1,0,0,0,4,3,90.0,0,0.0,0.0,1.38,2.0
6621,254,Danny,Ward,Ward,Danny Ward,1,GK,LEI,16,4100000,2918468,WHU (A),11,90,0,0,1,0,0,0,0,0,0,6,3,90.0,0,0.0,0.0,1.4,2.0
35,2,Bernd,Leno,Leno,Bernd Leno,1,GK,FUL,12,4500000,171874,AVL (H),11,90,0,0,1,0,0,0,0,0,0,6,3,90.0,0,0.0,0.0,1.16,2.0
3936,152,Vicente,Guaita,Guaita,Vicente Guaita,1,GK,CRY,11,4500000,272621,LEI (A),11,90,0,0,1,0,0,0,0,0,0,6,3,90.0,0,0.0,0.0,1.03,2.0
5240,201,Tim,Ream,Ream,Tim Ream,2,DEF,FUL,19,4500000,371032,LEI (A) / CHE (H),11,180,0,0,1,1,0,0,0,0,0,0,3,180.0,0,0.0,0.0,3.82,2.0
12467,478,José,Sá,Malheiro de Sá,José Malheiro de Sá,1,GK,WOL,26,5000000,613867,TOT (H),11,90,0,0,1,0,0,0,0,0,0,6,3,90.0,0,0.0,0.0,1.34,2.0
12625,484,Max,Kilman,Kilman,Max Kilman,2,DEF,WOL,22,4300000,179157,LIV (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,0,0.14,0.0,1.91,1.84
595,23,Reiss,Nelson,Nelson,Reiss Nelson,3,MID,ARS,26,4700000,3331,BOU (H),11,21,1,1,0,0,0,0,0,0,0,0,2,20.0,0,0.07,0.14,0.0,1.77
4724,182,Jordan,Pickford,Pickford,Jordan Pickford,1,GK,EVE,14,4500000,571408,FUL (A),11,90,0,0,1,0,0,0,0,0,0,6,3,90.0,0,0.0,0.02,1.93,1.06
6191,238,Illan,Meslier,Meslier,Illan Meslier,1,GK,LEE,9,4500000,241856,AVL (H),11,90,0,0,1,0,0,0,0,0,0,6,3,90.0,0,0.0,0.01,2.25,1.03
47,2,Bernd,Leno,Leno,Bernd Leno,1,GK,FUL,24,4500000,280731,BHA (A),11,90,0,0,1,0,0,0,0,0,0,7,3,90.0,0,0.0,0.0,2.2,1.0
10311,398,Dean,Henderson,Henderson,Dean Henderson,1,GK,NFO,12,4700000,1221101,BHA (A),11,90,0,0,1,0,0,0,0,0,0,7,3,90.0,0,0.0,0.0,1.66,1.0
10312,398,Dean,Henderson,Henderson,Dean Henderson,1,GK,NFO,13,4700000,1248615,LIV (H),11,90,0,0,1,0,0,0,0,0,0,7,3,90.0,0,0.0,0.0,1.66,1.0
380,15,Aaron,Ramsdale,Ramsdale,Aaron Ramsdale,1,GK,ARS,20,4900000,1274675,TOT (A),11,90,0,0,1,0,0,0,0,0,0,7,3,90.0,0,0.0,0.0,1.54,1.0
17185,704,Pablo,Sarabia,Sarabia,Pablo Sarabia,3,MID,WOL,25,5500000,110300,FUL (A) / LIV (A),10,120,1,0,0,1,0,0,0,1,0,0,3,125.0,1,1.05,0.14,1.18,9.67
3039,116,Alexis,Mac Allister,Mac Allister,Alexis Mac Allister,3,MID,BHA,27,5500000,1526704,LEE (A) / CRY (H),10,177,1,0,1,2,0,0,0,0,0,0,0,180.0,0,0.79,0.36,2.69,9.03
8792,340,Jadon,Sancho,Sancho,Jadon Sancho,3,MID,MUN,5,7300000,515925,LEI (A),10,67,1,0,1,0,0,0,0,0,0,0,2,70.0,1,1.07,0.03,0.45,8.44
9638,373,Joe,Willock,Willock,Joe Willock,3,MID,NEW,9,4900000,50442,FUL (A),10,90,0,2,0,1,0,0,0,0,0,0,2,90.0,1,0.65,0.71,0.47,8.38
11087,427,Harry,Kane,Kane,Harry Kane,4,FWD,TOT,4,11400000,1710032,NFO (A),10,90,2,0,1,0,0,0,1,1,0,0,3,90.0,0,1.41,0.1,0.95,7.94
7852,302,John,Stones,Stones,John Stones,2,DEF,MCI,5,5400000,201838,NFO (H),10,74,0,1,1,0,0,0,0,0,0,0,1,70.0,1,0.0,0.51,0.39,7.53
10570,407,James,Ward-Prowse,Ward-Prowse,James Ward-Prowse,3,MID,SOU,28,6300000,740244,TOT (H),10,90,1,0,0,3,0,0,0,0,0,0,3,90.0,0,0.97,0.15,2.26,7.3
15442,593,Carlos Henrique,Casemiro,Casimiro,Carlos Henrique Casimiro,3,MID,MUN,19,4900000,226704,BOU (H),10,90,1,0,1,0,0,0,0,0,0,0,2,90.0,1,0.48,0.38,0.49,6.54
8670,335,Marcus,Rashford,Rashford,Marcus Rashford,3,MID,MUN,3,6300000,442943,LIV (H),10,85,1,0,0,1,0,0,0,0,0,0,3,80.0,0,0.84,0.01,1.35,6.23
12506,480,Rúben,Neves,da Silva Neves,Rúben da Silva Neves,3,MID,WOL,11,5500000,159112,NFO (H),10,90,1,0,1,0,0,0,0,0,0,0,2,90.0,0,0.8,0.04,1.49,6.12
8914,345,Anthony,Martial,Martial,Anthony Martial,4,FWD,MUN,9,6900000,47571,MCI (A),10,31,2,0,0,2,0,0,0,0,0,0,1,30.0,0,1.27,0.0,0.76,6.08
3020,116,Alexis,Mac Allister,Mac Allister,Alexis Mac Allister,3,MID,BHA,5,5500000,39327,FUL (A),10,90,1,0,0,2,0,0,0,0,0,0,3,90.0,0,0.79,0.03,0.68,6.04
2146,81,David,Raya,Raya Martin,David Raya Martin,1,GK,BRE,21,4600000,918063,LEE (A),10,90,0,0,1,0,0,0,0,0,0,5,3,90.0,1,0.0,0.01,0.5,6.03
800,31,Emiliano,Martínez,Martínez Romero,Emiliano Martínez Romero,1,GK,AVL,21,4900000,466501,SOU (A),10,90,0,0,1,0,0,0,0,0,0,5,3,90.0,1,0.0,0.0,0.41,6.0
1857,70,Philip,Billing,Billing,Philip Billing,3,MID,BOU,26,5100000,37741,ARS (A),10,90,1,0,0,3,0,0,0,0,0,0,3,90.0,0,0.46,0.46,2.6,5.68
2813,107,Solly,March,March,Solly March,3,MID,BHA,23,5200000,619936,CRY (A),10,90,1,0,0,1,0,0,0,0,0,0,3,90.0,0,0.31,0.68,0.89,5.59
482,19,Gabriel,Martinelli,Martinelli Silva,Gabriel Martinelli Silva,3,MID,ARS,18,6800000,5245805,BHA (A),10,90,1,1,0,2,0,0,0,0,0,0,0,90.0,0,0.66,0.08,1.15,5.54
1219,47,Jacob,Ramsey,Ramsey,Jacob Ramsey,3,MID,AVL,8,5200000,95288,SOU (H),10,66,1,0,1,0,0,0,0,1,0,0,3,70.0,1,0.48,0.02,0.23,5.46
166,7,Martin,Ødegaard,Ødegaard,Martin Ødegaard,3,MID,ARS,14,6400000,1406616,NFO (H),10,90,1,0,1,0,0,0,0,0,0,0,2,90.0,1,0.17,0.48,0.43,5.29
3615,139,Ben,Chilwell,Chilwell,Ben Chilwell,2,DEF,CHE,26,5800000,231045,LEE (H),10,90,0,1,1,0,0,0,0,0,0,0,1,90.0,0,0.47,0.14,0.94,5.24
7829,301,Kevin,De Bruyne,De Bruyne,Kevin De Bruyne,3,MID,MCI,8,12200000,3557645,WOL (A),10,71,0,2,1,0,0,0,0,0,0,0,1,70.0,1,0.05,0.66,0.41,5.23
471,19,Gabriel,Martinelli,Martinelli Silva,Gabriel Martinelli Silva,3,MID,ARS,5,6400000,3952017,AVL (H),10,90,1,0,0,1,0,0,0,0,0,0,3,90.0,1,0.2,0.4,0.45,5.2
8943,346,Andreas,Andreas,Hoelgebaum Pereira,Andreas Hoelgebaum Pereira,3,MID,FUL,13,4600000,2707665,LEE (A),10,90,0,2,0,2,0,0,0,0,0,0,2,90.0,0,0.48,0.23,1.71,5.09
7930,305,Jack,Grealish,Grealish,Jack Grealish,3,MID,MCI,8,6800000,116866,WOL (A),10,76,1,0,1,0,0,0,0,0,0,0,2,80.0,1,0.37,0.08,0.41,5.09
8270,318,Erling,Haaland,Haaland,Erling Haaland,4,FWD,MCI,23,12200000,19113240,AVL (H) / ARS (A),10,135,1,1,0,1,0,0,0,0,0,0,0,135.0,0,0.46,0.05,1.74,4.99
13566,520,Kalidou,Koulibaly,Koulibaly,Kalidou Koulibaly,2,DEF,CHE,19,5500000,1502548,MCI (H) / FUL (A),10,180,1,0,0,3,0,0,0,1,0,0,2,180.0,0,0.32,0.01,2.91,4.95
9538,369,Miguel,Almirón,Almirón Rejala,Miguel Almirón Rejala,3,MID,NEW,13,5300000,1154535,TOT (A),10,90,1,0,0,1,0,0,0,0,0,0,3,90.0,0,0.56,0.04,1.65,4.92
15898,614,Willian,Willian,Borges da Silva,Willian Borges da Silva,3,MID,FUL,13,5500000,11000,LEE (A),10,88,1,0,0,1,0,0,0,0,0,0,3,90.0,0,0.47,0.19,1.57,4.92
